node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,42.7058,72.0099,97.879,2,8.17602,172.438,68.1967,0.829368,2210,968962,180163,158,23,0,0,0,0,1011,278
1,0,41.0618,99.267,87.7941,1,6.25208,149.849,99.0528,0.850513,1617,742702,185546,260,1,0,0,0,0,1009,140
2,0,78.4453,5.35663,128.382,2,6.40982,145.546,73.3325,0.750963,1891,755844,198278,98,71,0,0,0,0,948,244
3,0,121.815,233.662,108.709,2,6.56438,146.543,100.333,0.844803,1889,775212,190349,299,1,0,0,0,0,1007,300
4,0,206.126,143.938,83.3072,1,6.09288,158.158,96.3768,0.86876,1811,718146,183155,112,3,0,0,0,0,1003,347
5,0,222.624,214.86,132.685,2,8.40691,160.68,67.9791,0.79022,2023,1002312,194638,158,6,0,0,0,0,961,90
6,0,217.506,167.763,101.912,2,7.28984,169.96,76.7919,0.846805,2057,861862,182502,242,5,0,0,0,0,1003,342
7,0,200.343,119.847,75.5195,1,4.81573,147.697,108.162,0.868914,1776,559342,185079,97,6,0,0,0,0,1010,557
8,0,160.695,133.825,36.7697,1,6.59659,131.068,128.455,0.887066,2738,758862,180734,1238,0,0,0,0,0,1011,1257
9,0,40.404,139.299,85.7959,1,6.22283,145.926,104.228,0.85459,1916,731870,185564,353,5,0,0,0,0,1007,410
10,0,236.861,216.08,144.251,2,9.42557,144.893,68.413,0.74244,2163,1126284,199984,55,0,0,0,0,0,931,18
11,0,177.2,101.221,57.3611,1,11.3905,147.949,103.479,0.876063,4628,1312746,179060,1367,131,0,0,0,0,1019,2039
12,0,54.6324,106.508,72.757,1,5.17622,146.711,108.265,0.867174,2339,590892,184705,583,30,0,0,0,0,1026,1103
13,0,153.514,238.3,116.833,2,5.52909,146.685,97.4847,0.83233,1530,654416,197946,186,0,0,0,0,0,1015,129
14,0,162.124,226.981,108.528,2,7.29296,156.781,91.9024,0.853254,1856,867076,188101,363,0,0,0,0,0,1022,135
15,0,24.8121,80.3519,109.686,2,9.1793,165.77,67.8433,0.809309,2284,1092596,182964,104,6,0,0,0,0,1009,163
16,0,203.872,118.975,79.1015,1,6.29848,146.638,106.612,0.865162,2007,739142,185575,607,10,0,0,0,0,973,522
