node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,199.818,169.961,87.2879,1,8.27493,148.256,94.6876,0.837394,2360,977726,158456,302,0,0,0,0,0,1054,406
1,0,9.03692,237.9,161.845,2,14.4035,114.567,34.6624,0.545443,3172,1724306,182032,0,0,0,0,0,0,1054,16
2,0,174.418,39.2036,99.0111,2,7.07605,171.485,75.0626,0.845413,2151,832882,152612,157,0,0,0,0,0,1054,482
3,0,211.547,85.0845,95.308,2,7.98144,176.938,67.886,0.842684,2165,945720,149666,109,0,0,0,0,0,1054,302
4,0,206.088,43.6702,114.847,2,9.10907,166.839,70.3057,0.820846,2165,1086674,153743,181,0,0,0,0,0,1054,80
5,0,115.724,24.6412,100.787,2,7.54235,155.182,84.9748,0.825665,1861,898130,159481,264,0,0,0,0,0,1054,94
6,0,192.877,93.8212,74.6958,1,5.80136,173.932,80.3983,0.867105,2271,670666,148230,284,0,0,0,0,0,1054,921
7,0,106.432,241.753,118.22,2,11.4071,143.696,66.2825,0.73795,2720,1360608,171708,121,0,0,0,0,0,1054,141
8,0,70.5104,145.54,58.2323,1,8.35915,151.133,96.2352,0.852425,3412,963006,153424,950,0,0,0,0,0,1054,1594
9,0,124.869,72.7661,52.2341,1,11.8939,140.534,108.715,0.870477,4779,1372038,152355,1696,0,0,0,0,0,1048,2236
10,0,142.473,218.941,95.5519,2,9.22392,137.409,94.3746,0.80336,2333,1096998,163521,140,0,0,0,0,0,1054,196
11,0,231.616,239.238,156.261,2,14.7725,70.2245,65.4673,0.501547,3231,1769014,194584,0,0,0,0,0,0,1039,0
12,0,73.1894,58.1483,84.5783,1,11.6066,145.008,91.9988,0.828712,3568,1365194,160173,1118,0,0,0,0,0,1054,998
13,0,66.7425,21.293,118.95,2,13.7052,125.497,73.9112,0.710377,3301,1633920,178834,82,0,0,0,0,0,1054,189
14,0,187.714,96.3533,68.9468,1,4.56763,169.92,86.5796,0.870223,2421,512850,149057,1032,0,0,0,0,0,970,1412
15,0,151.664,40.7137,88.4034,1,8.13882,164.561,81.107,0.846022,2609,954736,153832,328,0,0,0,0,0,1041,723
16,0,100.373,201.093,79.9794,1,7.85501,165.362,74.4521,0.825563,2728,916404,153332,538,0,0,0,0,0,1040,967
17,0,135.228,189.378,65.1854,1,11.189,143.451,100.486,0.85042,3619,1311764,154801,1254,0,0,0,0,0,1054,1175
18,0,99.5811,200.366,79.5375,1,8.8293,164.689,74.3257,0.826146,2758,1037470,153185,175,0,0,0,0,0,1054,759
19,0,212.15,20.5747,136.014,2,11.7873,150.714,69.2277,0.77243,2652,1409768,165249,117,0,0,0,0,0,1053,15
20,0,235.641,130.838,110.795,2,9.04294,154.762,78.899,0.809014,2160,1078528,156574,124,0,0,0,0,0,1054,78
