node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,174.016,108.312,51.7793,1,23.8233,119.31,49.3544,0.641626,8442,2775300,87826,281,0,0,0,0,0,1054,3670
1,0,24.7061,45.2061,128.164,2,4.53784,84.1729,27.7376,0.388161,954,544334,122935,0,0,0,0,0,0,1054,0
2,0,37.6545,64.7946,106.085,2,5.34904,96.1824,41.8075,0.477797,1123,641678,104180,0,0,0,0,0,0,1054,0
3,0,155.227,43.7977,86.6459,1,0.736176,120.912,49.6181,0.570887,2394,34566,94888,0,0,0,0,0,0,1054,2361
4,0,67.8888,190.314,86.7616,1,2.55816,112.032,51.047,0.552123,8365,119010,96749,0,0,0,0,0,0,1054,8303
5,0,236.627,4.68248,164.124,2,0.008448,41.8529,24.0828,0.219814,12,768,133123,0,0,0,0,0,0,1054,0
6,0,132.985,101.702,24.6287,1,9.12782,130.439,55.5618,0.65043,1907,1095210,84532,3,0,0,0,0,0,1054,0
7,0,151.978,164.836,48.1116,1,7.2748,130.61,52.7353,0.635402,1749,867374,88390,2,0,0,0,0,0,1054,239
8,0,90.5151,76.4426,59.557,1,20.9365,112.978,49.112,0.610088,5898,2475506,90917,337,0,0,0,0,0,1054,1609
9,0,226.782,64.1468,118.586,2,11.0059,99.9754,44.5289,0.518367,2305,1320412,115663,3,0,0,0,0,0,1054,0
10,0,57.8787,235.812,129.555,2,6.49923,87.1037,23.1857,0.389295,1361,779740,115798,0,0,0,0,0,0,1054,0
11,0,119.386,157.943,33.4182,1,9.28142,122.005,63.4882,0.649248,1939,1113642,87735,0,0,0,0,0,0,1054,0
