node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,120.2,228.73,103.841,2,0.6024,50.5379,18.294,0.231448,708,58308,37089,0,0,0,0,0,0,527,469
1,0,116.989,96.147,29.9444,1,7.4784,39.8032,27.7267,0.250028,2030,886080,33985,0,0,0,0,0,0,527,319
2,0,73.4618,210.242,99.6115,2,0.46096,57.502,11.9676,0.233102,569,43964,34713,0,0,0,0,0,0,527,385
3,0,219.637,152.892,98.662,2,10.4847,28.3203,13.5518,0.174523,2424,1252412,39875,0,0,0,0,0,0,527,115
4,0,100.831,157.993,40.8987,1,6.74334,50.8504,18.0331,0.252089,1770,800438,31808,0,0,0,0,0,0,527,233
5,0,87.1318,204.488,88.0472,1,0.324736,57.7738,14.5524,0.24217,173,36440,33984,0,0,0,0,0,0,527,0
6,0,1.22637,89.2531,128.832,2,5.79256,40.0381,15.4844,0.204383,1480,688550,43320,0,0,0,0,0,0,527,152
7,0,0.364174,16.8468,165.019,3,5.34584,33.9181,2.42359,0.138958,1240,638470,45867,0,0,0,0,0,0,527,0
8,0,51.434,227.685,126.317,2,3.20322,54.0268,7.26393,0.21498,777,381754,40131,0,0,0,0,0,0,527,0
9,0,42.453,238.761,140.554,2,9.58573,46.5961,5.13778,0.204399,2115,1147456,40682,0,0,0,0,0,0,527,0
10,0,59.8873,0.13586,140.822,3,0.778368,41.3949,4.04832,0.154072,470,86016,44812,0,0,0,0,0,0,527,128
11,0,141.425,155.592,34.7226,1,5.63346,51.1161,17.4753,0.247416,1325,672382,32017,0,0,0,0,0,0,527,0
12,0,59.1761,247.949,139.461,2,6.33933,49.5083,6.06055,0.20636,1431,758072,40756,0,0,0,0,0,0,527,0
13,0,46.6416,151.461,82.7057,1,8.5832,46.6272,22.2751,0.258285,2405,1015180,35261,0,0,0,0,0,0,527,476
14,0,128.999,108.28,17.191,1,7.73346,43.3168,27.3853,0.261452,2217,913474,33113,0,0,0,0,0,0,527,457
15,0,50.5022,145.728,77.3278,1,10.095,44.0049,23.8898,0.259966,2545,1200794,35391,0,0,0,0,0,0,527,367
16,0,211.475,232.871,138.254,2,8.00792,30.8899,6.35762,0.150852,1794,957934,46268,0,0,0,0,0,0,527,0
17,0,13.685,161.489,117.143,2,4.43035,38.9358,22.3286,0.218983,1068,528162,43849,0,0,0,0,0,0,527,0
18,0,4.51629,31.6671,152.405,3,5.24246,34.0645,3.72309,0.143433,1224,625932,45857,0,0,0,0,0,0,527,6
19,0,184.051,51.749,94.0888,2,0.979136,26.431,22.4558,0.16622,344,114136,42429,0,0,0,0,0,0,527,7
20,0,220.939,128.42,96.0002,2,0.540944,37.8069,11.783,0.167103,394,58162,39401,0,0,0,0,0,0,527,67
21,0,74.5224,185.671,78.924,1,5.92813,54.1885,13.2437,0.244534,1411,707152,33087,0,0,0,0,0,0,527,35
22,0,163.338,114.683,39.7022,1,5.60072,43.6173,15.1092,0.214424,1282,669322,35192,0,0,0,0,0,0,527,0
23,0,22.9142,65.8804,117.969,2,13.4536,41.3484,9.13949,0.213138,3376,1600682,40657,0,0,0,0,0,0,527,413
24,0,147.225,167.049,47.5606,1,5.67888,51.218,16.9323,0.246097,1310,678420,32705,0,0,0,0,0,0,527,39
25,0,205.718,151.569,84.9785,1,11.3179,41.2874,8.32585,0.203104,2525,1354136,35771,0,0,0,0,0,0,527,53
26,0,53.6391,244.705,139.362,2,4.57504,51.0768,6.17244,0.206081,1066,546296,40774,0,0,0,0,0,0,527,0
27,0,64.603,19.6604,121.426,3,17.8764,28.7159,5.00247,0.171982,4144,2135088,43468,0,0,0,0,0,0,527,261
28,0,121.021,218.209,93.2938,2,12.0925,41.554,19.6212,0.244226,2767,1445154,36161,0,0,0,0,0,0,527,142
29,0,102.45,155.456,37.8955,1,5.59598,51.322,18.763,0.25227,1275,668898,31696,0,0,0,0,0,0,527,24
30,1,125,125,0,0,2.86686,45.1885,23.9429,0.239994,8562,152870,34217,0,0,0,0,0,0,0,0
