node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,73.6085,13.2137,123.034,2,9.69334,39.3302,23.5464,0.2419,2029,1162972,73671,0,0,0,0,0,0,1054,0
1,0,79.3721,245.987,129.305,2,0.008448,64.8739,14.5676,0.264833,12,768,68554,0,0,0,0,0,0,1054,0
2,0,127.255,196.795,71.8306,1,23.9175,64.3266,17.2767,0.351736,7196,2816978,50299,0,0,0,0,0,0,1054,2348
3,0,118.513,154.68,30.3812,1,10.5006,85.5943,22.7189,0.396046,2193,1259946,45484,0,0,0,0,0,0,1054,0
4,0,68.657,139.991,58.3032,1,15.5909,70.7162,23.9485,0.367518,3614,1862122,51031,0,0,0,0,0,0,1054,382
5,0,5.07699,166.138,126.783,2,10.4946,33.3207,23.0187,0.22278,2195,1259150,74764,0,0,0,0,0,0,1054,0
6,0,100.557,225.311,103.246,2,12.9438,64.1243,16.2679,0.31112,2702,1553130,54306,0,0,0,0,0,0,1054,0
7,0,184.71,68.6947,82.0705,1,14.9841,57.7943,27.3335,0.333706,6257,1722844,55873,0,0,0,0,0,0,1054,3329
8,0,121.146,133.759,9.56966,1,10.1454,81.6642,26.5358,0.394485,2119,1217322,47293,0,0,0,0,0,0,1054,0
9,0,238.978,113.743,114.532,2,0.008448,61.8517,24.3907,0.287503,12,768,59140,0,0,0,0,0,0,1054,0
10,0,86.8709,140.609,41.2002,1,10.803,76.5977,26.208,0.378696,2256,1296234,49174,0,0,0,0,0,0,1054,0
11,0,128.075,86.598,38.525,1,10.9909,75.7268,31.0791,0.392656,2296,1318762,49026,0,0,0,0,0,0,1054,0
12,0,86.2107,236.559,118.11,2,3.12184,66.0808,15.0187,0.280738,659,374414,67630,0,0,0,0,0,0,1054,0
13,0,230.072,238.358,154.564,2,0.008448,34.5448,18.2953,0.176162,12,768,76046,0,0,0,0,0,0,1054,0
14,0,233.715,27.2356,146.208,2,15.6462,40.7221,7.62163,0.2133,3265,1877418,69728,0,0,0,0,0,0,1054,0
15,0,47.0651,90.4162,85.2637,1,12.6511,60.7132,21.9704,0.317782,3568,1495754,55382,0,0,0,0,0,0,1054,875
16,0,234.396,17.6142,153.294,2,12.5829,36.7901,7.85496,0.19076,2631,1509724,71228,0,0,0,0,0,0,1054,0
17,0,133.573,96.743,29.529,1,6.49034,82.7433,28.971,0.394016,1360,778652,47733,0,0,0,0,0,0,1054,0
18,0,83.9987,59.3046,77.4403,1,13.4661,70.3139,21.785,0.351884,2815,1615708,52462,0,0,0,0,0,0,1054,0
19,0,131.173,79.5495,45.8678,1,7.08483,76.8312,26.8639,0.369266,1483,850012,50178,0,0,0,0,0,0,1054,0
20,0,191.198,65.7397,88.8482,1,0.008448,73.4078,28.0913,0.338358,12,768,55500,0,0,0,0,0,0,1054,0
21,0,171.085,117.434,46.7024,1,10.875,78.1332,26.943,0.386504,2271,1304874,48681,0,0,0,0,0,0,1054,0
22,0,146.246,153.22,35.3237,1,10.7022,84.1424,20.6757,0.385067,2235,1284138,47159,0,0,0,0,0,0,1054,0
23,0,205.778,40.9711,116.559,2,11.7301,51.4955,21.5676,0.282644,2450,1407466,58887,0,0,0,0,0,0,1054,0
24,0,159.221,212.376,93.8389,2,10.827,73.9483,13.4543,0.327432,2261,1299114,51001,0,0,0,0,0,0,1054,0
25,0,72.4237,12.6748,124.021,2,3.44344,45.2898,23.6739,0.241357,726,413006,73668,0,0,0,0,0,0,1054,0
26,0,249.907,89.7613,129.783,2,9.12003,50.3116,13.0285,0.241534,1907,1094236,69214,0,0,0,0,0,0,1054,0
27,0,122.761,109.114,16.0431,1,10.371,78.9671,28.7744,0.393708,2166,1244394,48030,0,0,0,0,0,0,1054,0
28,0,193.213,157.374,75.5056,1,16.1317,69.8358,23.6963,0.365546,3367,1935658,51789,0,0,0,0,0,0,1054,0
29,0,118.296,136.397,13.2222,1,10.2181,84.4693,23.6608,0.394494,2135,1226026,46518,0,0,0,0,0,0,1054,0
30,1,125,125,0,0,5.15877,81.5102,29.2138,0.386276,16917,238838,49127,0,0,0,0,0,0,0,0
