node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,175.491,182.627,76.6169,1,8.14514,140.185,61.6026,0.699776,2471,958838,113876,478,0,0,0,0,0,1049,635
1,0,159.37,195.009,77.9902,1,7.18402,139.615,64.2927,0.703638,2597,835674,114011,896,0,0,0,0,0,1054,999
2,0,211.677,223.328,131.077,2,11.6288,138.467,41.1038,0.637331,2595,1391324,125166,73,0,0,0,0,0,1054,16
3,0,58.6594,2.84915,139.003,2,12.6232,77.3621,29.4162,0.398005,2926,1507676,141343,0,0,0,0,0,0,1041,148
4,0,116.013,200.553,76.0853,1,14.0647,118.064,72.8497,0.683261,4028,1661410,116167,775,0,0,0,0,0,1054,955
5,0,38.4124,27.8273,130.154,2,8.046,89.34,22.6791,0.400217,2078,955878,139149,32,0,0,0,0,0,1041,219
6,0,22.2425,217.286,138.115,2,11.6512,99.83,27.3295,0.462703,2628,1393334,136209,0,0,0,0,0,0,1053,48
7,0,110.518,32.2312,93.8923,2,10.5883,96.4736,58.6817,0.552479,3540,1238576,123962,232,0,0,0,0,0,1054,1173
8,0,85.4024,101.698,45.9449,1,11.4717,90.6587,92.9129,0.650144,3031,1361216,118479,7,0,0,0,0,0,1054,476
9,0,0.0664454,220.201,157.072,3,12.9138,77.9499,21.6747,0.375128,2877,1545178,142200,0,0,0,0,0,0,1046,57
10,0,236.442,233.763,155.72,2,17.5731,106.706,37.2725,0.538504,3830,2104720,133427,6,0,0,0,0,0,1054,17
11,0,13.9683,24.0889,150.037,3,19.4342,72.8975,11.1741,0.345019,4359,2324656,141202,0,0,0,0,0,0,1042,158
12,0,221.601,99.6123,99.881,2,9.66275,113.141,70.051,0.642849,3050,1134644,123349,401,0,0,0,0,0,1054,817
13,0,238.556,186.099,128.949,2,13.0934,137.063,40.1719,0.634429,2973,1565324,125402,124,0,0,0,0,0,1054,33
14,0,194.393,232.08,127.599,2,8.16011,137.773,43.6588,0.631973,1908,974222,126298,90,0,0,0,0,0,1054,62
15,0,235.072,136.889,110.712,2,9.47486,121.91,68.5757,0.666535,2793,1117326,122344,348,0,0,0,0,0,1054,656
16,0,136.673,161.451,38.2749,1,9.60605,124.092,79.3582,0.710187,2400,1143156,108313,10,0,0,0,0,0,1054,253
17,0,33.8345,234.684,142.624,2,13.3977,100.165,29.8986,0.478203,3082,1600750,135381,6,0,0,0,0,0,1046,159
18,0,81.9086,182.175,71.5947,1,14.534,116.204,61.1501,0.639628,4370,1711876,116345,563,0,0,0,0,0,1054,1195
19,0,47.8466,175.45,92.1837,2,11.8049,119.962,45.8559,0.592077,3777,1384964,118034,504,0,0,0,0,0,1054,1157
20,0,232.876,126.146,107.882,2,17.3661,109.017,72.6468,0.663432,4031,2074020,123333,178,0,0,0,0,0,1054,226
21,0,196.44,123.341,71.4592,1,7.11213,125.023,77.3588,0.698314,2189,836480,115999,539,0,0,0,0,0,1049,554
22,0,125.719,172.163,47.1688,1,10.1985,121.129,78.3298,0.698858,2567,1213210,109952,11,0,0,0,0,0,1054,291
23,0,115.097,164.373,40.5995,1,9.766,121.79,75.9633,0.691729,2423,1162598,109883,13,0,0,0,0,0,1054,260
24,0,203.637,171.567,91.391,2,7.7337,146.262,53.444,0.691466,2202,913864,113345,341,0,0,0,0,0,1054,429
25,0,61.8097,125.166,63.1905,1,9.94731,93.7061,86.952,0.635352,2674,1179238,120375,71,0,0,0,0,0,1054,405
26,0,166.655,5.40813,126.639,2,14.2074,95.5339,37.3541,0.490318,3262,1697636,134914,22,0,0,0,0,0,1054,74
27,0,195.865,223.59,121.416,2,11.7256,138.979,44.294,0.649994,2631,1402552,124841,195,0,0,0,0,0,1054,10
28,0,100.609,210.821,89.2196,1,9.0659,122.709,63.7554,0.651768,2604,1070742,117934,351,0,0,0,0,0,1054,540
29,0,181.071,26.0928,113.695,2,11.4811,114.294,38.9589,0.549113,3479,1351640,121271,114,0,0,0,0,0,1054,942
30,0,194.252,91.4308,76.9591,1,4.74834,128.257,67.0289,0.666782,2079,543646,116301,303,0,0,0,0,0,1054,924
31,0,177.454,207.336,97.6253,2,9.08302,143.384,53.3106,0.685927,2891,1065994,114540,345,0,0,0,0,0,1054,852
32,0,155.046,84.8708,50.1308,1,8.43186,116.224,76.086,0.669138,2526,993358,112820,6,0,0,0,0,0,1054,597
33,0,141.756,216.907,93.4216,2,6.56709,131.465,64.7996,0.676107,2242,767078,118922,786,0,0,0,0,0,1054,721
34,0,135.457,100.375,26.7532,1,9.39918,108.059,90.6324,0.693635,2377,1117850,112630,9,0,0,0,0,0,1054,287
35,0,169.349,104.804,48.7313,1,11.1281,108.969,88.4588,0.695186,2911,1321144,113162,14,0,0,0,0,0,1054,455
36,0,205.934,28.5419,125.915,2,16.2085,114.756,26.3998,0.524549,3593,1939826,129489,25,0,0,0,0,0,1054,39
37,0,7.16018,241.604,165.779,3,13.6703,80.5026,13.4684,0.358804,3000,1636788,141182,0,0,0,0,0,0,1035,18
