node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,200.132,86.6248,84.3654,1,4.62029,129.664,88.8788,0.743875,1775,534936,159356,102,11,0,0,0,0,998,566
1,0,242.521,122.571,117.546,2,11.2615,145.413,56.7453,0.711399,2715,1342524,161343,260,0,0,0,0,0,972,166
2,0,83.3235,82.74,59.3535,1,11.3198,117.166,98.2849,0.755903,3360,1334340,155192,88,0,0,0,0,0,1039,818
3,0,213.652,207.914,121.384,2,8.71326,156.044,54.3549,0.730374,2159,1037342,159202,186,6,0,0,0,0,982,169
4,0,167.793,210.368,95.4934,2,5.66734,150.493,80.8473,0.790026,2164,656482,155185,535,52,0,0,0,0,979,770
5,0,32.6496,43.3369,123.278,2,11.8186,131.674,49.153,0.642151,3055,1404000,167992,228,0,0,0,0,0,1013,377
6,0,88.2026,125.274,36.7984,1,8.66768,120.956,109.702,0.797751,2859,1014844,150964,589,40,0,0,0,0,1027,846
7,0,37.4422,6.27541,147.519,2,15.6005,111.848,30.0371,0.524952,3489,1866332,174468,17,0,0,0,0,0,968,57
8,0,17.1623,248.805,164.185,2,12.1828,118.71,36.6408,0.558444,2693,1458218,174627,0,0,0,0,0,0,912,7
9,0,78.5534,162.34,59.5953,1,11.3918,131.968,93.3143,0.788914,3565,1338418,151289,301,10,0,0,0,0,1046,1011
10,0,63.981,117.861,61.4352,1,6.76198,133.391,93.2393,0.777973,2740,779488,152578,752,78,0,0,0,0,1034,1106
11,0,193.14,98.9756,72.9403,1,6.10786,129.044,95.8662,0.770061,2755,697362,156839,689,0,0,0,0,0,1032,1305
12,0,180.344,97.8419,61.648,1,6.38482,119.724,107.408,0.778387,2524,737526,156504,568,20,0,0,0,0,1016,1007
