node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,73.6085,13.2137,123.034,2,6.74544,89.2931,26.5921,0.408769,1573,805428,108218,0,0,0,0,0,0,527,11
1,0,79.3721,245.987,129.305,2,7.01398,109.815,25.0997,0.473097,1617,837940,104814,0,0,0,0,0,0,527,4
2,0,127.255,196.795,71.8306,1,9.86882,116.967,38.1265,0.549876,2417,1175594,90699,20,0,0,0,0,0,527,229
3,0,118.513,154.68,30.3812,1,5.7877,112.969,55.0042,0.579202,1337,691374,87883,0,0,0,0,0,0,527,42
4,0,68.657,139.991,58.3032,1,7.13059,102.997,58.4279,0.561851,1751,849300,92111,0,0,0,0,0,0,527,144
5,0,5.07699,166.138,126.783,2,6.67536,73.2733,43.673,0.412072,1585,796380,114347,0,0,0,0,0,0,527,4
6,0,100.557,225.311,103.246,2,5.16264,121.682,28.8912,0.519121,1474,609954,93158,6,0,0,0,0,0,527,222
7,0,184.71,68.6947,82.0705,1,2.8059,105.958,44.8001,0.511881,1236,321074,95563,22,0,0,0,0,0,527,481
8,0,121.146,133.759,9.56966,1,5.23453,107.88,62.4761,0.585301,1212,625228,89068,0,0,0,0,0,0,527,37
9,0,238.978,113.743,114.532,2,4.21578,76.1354,56.3869,0.455793,1606,488428,105568,3,0,0,0,0,0,527,499
10,0,86.8709,140.609,41.2002,1,6.11115,105.226,60.8552,0.573974,1466,728710,90069,0,0,0,0,0,0,527,99
11,0,128.075,86.598,38.525,1,3.89237,100.144,64.8184,0.56285,984,462930,90645,0,0,0,0,0,0,527,52
12,0,86.2107,236.559,118.11,2,8.21816,114.752,25.6562,0.495421,1942,980662,102872,2,0,0,0,0,0,527,34
13,0,230.072,238.358,154.564,2,8.20939,67.1567,20.6953,0.320205,1893,980742,114635,0,0,0,0,0,0,527,21
14,0,233.715,27.2356,146.208,2,7.51941,87.7474,22.2999,0.391889,1733,898334,108495,3,0,0,0,0,0,527,10
15,0,47.0651,90.4162,85.2637,1,4.21797,99.4386,43.6667,0.491078,1286,496382,96448,25,0,0,0,0,0,527,220
16,0,234.396,17.6142,153.294,2,7.54125,80.9776,21.3241,0.366143,1749,900680,110565,0,0,0,0,0,0,527,22
17,0,133.573,96.743,29.529,1,5.72205,97.101,68.8224,0.572152,1358,682664,90569,0,0,0,0,0,0,527,69
18,0,83.9987,59.3046,77.4403,1,1.48882,111.911,39.0395,0.508132,700,169302,92334,0,0,0,0,0,0,527,226
19,0,131.173,79.5495,45.8678,1,4.21989,100.736,62.7763,0.559106,1098,501134,90853,0,0,0,0,0,0,527,115
20,0,191.198,65.7397,88.8482,1,6.38139,105.675,39.4288,0.504951,2093,747442,95091,69,0,0,0,0,0,527,577
21,0,171.085,117.434,46.7024,1,6.0221,95.8545,70.3727,0.574164,1431,718418,91169,0,0,0,0,0,0,527,87
22,0,146.246,153.22,35.3237,1,1.74122,110.535,60.9414,0.577392,551,204428,88840,0,0,0,0,0,0,527,96
