node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,221.853,238.603,149.285,2,6.78635,80.5412,22.9948,0.367741,1425,814094,93087,1,0,0,0,0,0,1054,0
1,0,238.069,155.372,117.078,2,3.07115,88.4012,26.2823,0.392516,651,368270,94100,0,0,0,0,0,0,1054,0
2,0,160.089,237.613,117.953,2,5.84163,105.456,36.8038,0.49367,1224,700828,86332,0,0,0,0,0,0,1054,0
3,0,168.216,10.2933,122.578,2,3.45304,54.537,32.164,0.300514,728,414158,102942,0,0,0,0,0,0,1054,0
4,0,210.394,204.139,116.426,2,8.63114,97.8882,31.2393,0.459196,1806,1035548,78041,15,0,0,0,0,0,1054,0
5,0,195.628,183.817,91.9114,2,11.2638,109.974,31.9441,0.510608,2352,1351530,73273,0,0,0,0,0,0,1054,0
6,0,119.347,216.551,91.7249,2,9.36302,111.977,37.0757,0.528053,1956,1123434,73736,0,0,0,0,0,0,1054,0
7,0,78.8811,226.633,111.608,2,2.85304,116.619,30.2875,0.499198,603,342158,76690,79,0,0,0,0,0,1054,0
8,0,0.342743,143.872,126.078,2,6.51134,74.9469,43.5615,0.416733,1366,781134,97763,2,0,0,0,0,0,1054,0
9,0,118.631,68.0128,57.342,1,15.0685,71.2615,33.5154,0.399484,5003,1763486,76940,0,0,0,0,0,0,1054,1956
10,0,67.0997,246.779,134.842,2,3.64984,115.409,21.9027,0.469872,769,437774,85994,118,0,0,0,0,0,1054,0
11,0,232.429,46.2307,133.213,2,0.008448,45.7767,24.108,0.232977,12,768,106072,0,0,0,0,0,0,1054,0
12,0,113.361,111.836,17.5717,1,9.15182,99.9799,51.1162,0.53416,1912,1098090,69078,0,0,0,0,0,0,1054,0
13,0,63.2435,218.549,112.095,2,2.96344,118.727,27.5756,0.497555,626,355406,76207,109,0,0,0,0,0,1054,0
14,0,72.2154,79.865,69.4506,1,13.4249,74.3157,35.589,0.411099,4403,1572436,77404,3,0,0,0,0,0,1054,1701
15,0,143.985,202.009,79.3147,1,29.5274,88.9149,40.4823,0.529749,11744,3409068,73408,590,0,0,0,0,0,1054,5814
16,0,60.3712,208.728,105.77,2,8.82723,117.66,27.5686,0.513519,1846,1059100,75019,96,0,0,0,0,0,1054,0
17,0,186.783,110.327,63.5013,1,12.0333,97.786,38.5291,0.494495,3336,1424104,72647,0,0,0,0,0,0,1054,874
