node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,73.6085,13.2137,123.034,2,5.74779,65.5179,15.6394,0.289684,1401,684850,64288,0,0,1,0,0,0,527,72
1,0,79.3721,245.987,129.305,2,5.42926,55.6123,16.3079,0.257831,1258,648466,67237,0,0,0,0,0,0,527,7
2,0,127.255,196.795,71.8306,1,6.30109,66.076,22.1188,0.314986,1440,753076,56281,0,0,0,0,0,0,527,15
3,0,118.513,154.68,30.3812,1,6.32922,61.4649,36.2748,0.346896,1552,753904,54385,0,0,0,0,0,0,527,106
4,0,68.657,139.991,58.3032,1,2.09154,60.2236,38.5225,0.336125,737,243754,57907,0,0,0,0,0,0,527,157
5,0,5.07699,166.138,126.783,2,13.3944,31.5991,28.5737,0.245224,2935,1603858,71843,0,0,0,0,0,0,527,3
6,0,100.557,225.311,103.246,2,5.79262,63.42,19.178,0.294635,1696,683374,59188,0,0,0,0,0,0,527,337
7,0,184.71,68.6947,82.0705,1,6.62909,68.9402,28.8477,0.348057,1523,792084,56865,0,0,0,0,0,0,527,20
8,0,121.146,133.759,9.56966,1,5.6596,60.1815,42.1457,0.359956,1342,675242,54566,0,0,0,0,0,0,527,56
9,0,238.978,113.743,114.532,2,2.84704,53.9217,30.5998,0.291229,955,332960,62816,0,0,0,0,0,0,527,170
10,0,86.8709,140.609,41.2002,1,6.26659,56.2309,40.0738,0.341904,1520,746844,56158,0,0,0,0,0,0,527,94
11,0,128.075,86.598,38.525,1,6.09197,69.4863,35.237,0.369384,1472,726168,52602,0,0,0,0,0,0,527,81
12,0,86.2107,236.559,118.11,2,7.17026,59.6369,15.8112,0.275395,1688,855770,65399,0,0,0,0,0,0,527,11
13,0,230.072,238.358,154.564,2,9.57186,21.0395,13.224,0.146118,2126,1145458,74919,0,0,0,0,0,0,527,0
14,0,233.715,27.2356,146.208,2,6.27112,59.7643,10.9096,0.256483,1433,749498,65789,0,0,0,0,0,0,527,3
15,0,47.0651,90.4162,85.2637,1,9.45819,59.303,25.5569,0.314394,2223,1128922,58330,1,0,0,0,0,0,527,134
