node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,73.6085,13.2137,123.034,2,1.83064,28.7612,16.6861,0.157593,390,219470,50570,0,0,0,0,0,0,527,0
1,0,79.3721,245.987,129.305,2,0.008448,42.8883,9.09686,0.173312,12,768,46220,0,0,0,0,0,0,527,0
2,0,127.255,196.795,71.8306,1,21.33,31.4631,10.4672,0.210868,6827,2502400,36765,0,0,0,0,0,0,527,2526
3,0,118.513,154.68,30.3812,1,5.35643,51.7716,19.2111,0.254464,1123,642602,33798,0,0,0,0,0,0,527,0
4,0,68.657,139.991,58.3032,1,1.6852,49.7806,15.2211,0.222289,561,197186,36479,0,0,0,0,0,0,527,211
5,0,5.07699,166.138,126.783,2,4.01464,17.8298,15.4472,0.124305,845,481550,52690,0,0,0,0,0,0,527,0
6,0,100.557,225.311,103.246,2,0.008448,46.2669,11.6978,0.193244,12,768,38577,0,0,0,0,0,0,527,0
7,0,184.71,68.6947,82.0705,1,21.1202,33.3495,10.4564,0.21642,7401,2462404,36989,0,0,0,0,0,0,527,3067
8,0,121.146,133.759,9.56966,1,5.11022,51.6201,20.048,0.255928,1070,613098,34536,0,0,0,0,0,0,527,0
9,0,238.978,113.743,114.532,2,2.51704,41.0991,17.4573,0.203578,533,301838,40523,0,0,0,0,0,0,527,0
10,0,86.8709,140.609,41.2002,1,5.68693,46.5405,15.8055,0.226776,1191,682282,35911,0,0,0,0,0,0,527,0
11,0,128.075,86.598,38.525,1,5.46062,51.2891,19.4119,0.253872,1143,655146,34620,0,0,0,0,0,0,527,0
12,0,86.2107,236.559,118.11,2,5.43843,41.1472,8.02468,0.182035,1140,652444,45444,0,0,0,0,0,0,527,0
13,0,230.072,238.358,154.564,2,3.50584,27.6348,9.42141,0.135207,739,420494,49780,0,0,0,0,0,0,527,0
14,0,233.715,27.2356,146.208,2,2.96344,42.5287,5.47791,0.1699,626,355406,45115,0,0,0,0,0,0,527,0
15,0,47.0651,90.4162,85.2637,1,8.88949,28.295,17.6955,0.182933,2808,1043794,40284,0,0,0,0,0,0,527,969
16,0,234.396,17.6142,153.294,2,5.03523,36.0478,7.90376,0.163289,1056,604060,46099,0,0,0,0,0,0,527,0
17,0,133.573,96.743,29.529,1,5.33102,52.1935,19.2851,0.256032,1116,639594,33947,0,0,0,0,0,0,527,0
18,0,83.9987,59.3046,77.4403,1,0.008448,51.3991,14.1497,0.218524,12,768,37469,0,0,0,0,0,0,527,0
19,0,131.173,79.5495,45.8678,1,3.50883,48.7243,16.1004,0.227779,738,420892,36022,0,0,0,0,0,0,527,0
20,0,191.198,65.7397,88.8482,1,0.008448,53.7721,11.7151,0.218319,12,768,36857,0,0,0,0,0,0,527,0
21,0,171.085,117.434,46.7024,1,0.008448,52.0127,22.2636,0.247616,12,768,35764,0,0,0,0,0,0,527,0
22,0,146.246,153.22,35.3237,1,3.19683,50.9715,20.0221,0.247302,673,383452,35228,0,0,0,0,0,0,527,0
23,0,205.778,40.9711,116.559,2,2.36824,47.6462,9.7537,0.199227,502,283982,38103,0,0,0,0,0,0,527,0
24,0,159.221,212.376,93.8389,2,4.67043,45.471,11.348,0.204965,980,560284,37833,0,0,0,0,0,0,527,0
25,0,72.4237,12.6748,124.021,2,4.20003,26.4643,16.5025,0.157223,882,503836,50566,0,0,0,0,0,0,527,0
26,0,249.907,89.7613,129.783,2,4.52643,40.2175,10.8962,0.185467,950,543004,45370,0,0,0,0,0,0,527,0
27,0,122.761,109.114,16.0431,1,5.17742,48.4249,23.0973,0.255666,1084,621162,35521,0,0,0,0,0,0,527,0
28,0,193.213,157.374,75.5056,1,3.24334,44.6565,24.8234,0.242411,732,387850,39650,0,0,0,0,0,0,527,47
