node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,73.6085,13.2137,123.034,2,2.03915,46.9965,28.0358,0.256905,436,244430,78012,0,0,0,0,0,0,527,0
1,0,79.3721,245.987,129.305,2,1.77995,65.6235,17.0909,0.281648,382,213326,71524,0,0,0,0,0,0,527,0
2,0,127.255,196.795,71.8306,1,31.5223,55.8344,15.8895,0.344154,9657,3708520,56420,1,0,0,0,0,0,527,3272
3,0,118.513,154.68,30.3812,1,4.89603,83.5748,32.4701,0.403137,1027,587356,52503,0,0,0,0,0,0,527,0
4,0,68.657,139.991,58.3032,1,3.81486,73.516,29.0173,0.354494,1511,440594,57692,0,0,0,0,0,0,527,743
5,0,5.07699,166.138,126.783,2,2.01784,32.3022,26.1512,0.201571,429,241934,80931,0,0,0,0,0,0,527,0
6,0,100.557,225.311,103.246,2,4.93923,74.8709,15.557,0.317891,1036,592540,58969,0,0,0,0,0,0,527,0
7,0,184.71,68.6947,82.0705,1,33.6613,50.1348,20.47,0.347554,10725,3950258,57865,7,0,0,0,0,0,527,3914
8,0,121.146,133.759,9.56966,1,5.04302,78.5793,37.4301,0.403508,1056,605034,54548,0,0,0,0,0,0,527,0
9,0,238.978,113.743,114.532,2,0.008448,64.5657,29.0418,0.312053,12,768,64312,0,0,0,0,0,0,527,0
10,0,86.8709,140.609,41.2002,1,3.30243,74.2128,30.9392,0.361515,695,396124,56786,0,0,0,0,0,0,527,0
11,0,128.075,86.598,38.525,1,1.19704,85.3652,34.3851,0.403158,258,143438,54439,0,0,0,0,0,0,527,0
12,0,86.2107,236.559,118.11,2,5.91662,69.8272,14.8156,0.301865,1238,709866,69693,0,0,0,0,0,0,527,0
13,0,230.072,238.358,154.564,2,3.53944,49.7948,14.3347,0.225563,746,424526,75862,0,0,0,0,0,0,527,0
14,0,233.715,27.2356,146.208,2,1.67224,59.8301,9.63738,0.237132,357,200462,72260,0,0,0,0,0,0,527,0
15,0,47.0651,90.4162,85.2637,1,8.5301,54.2464,26.7747,0.298504,2688,1001750,61725,6,0,0,0,0,0,527,930
16,0,234.396,17.6142,153.294,2,0.008448,57.7161,9.88872,0.225378,12,768,73073,0,0,0,0,0,0,527,0
17,0,133.573,96.743,29.529,1,5.29262,82.4792,33.5937,0.404552,1108,634986,53757,0,0,0,0,0,0,527,0
18,0,83.9987,59.3046,77.4403,1,10.1571,75.9514,20.252,0.354535,2124,1218666,58412,0,0,0,0,0,0,527,0
19,0,131.173,79.5495,45.8678,1,2.68984,81.5982,25.9653,0.367511,569,322574,56297,0,0,0,0,0,0,527,0
20,0,191.198,65.7397,88.8482,1,0.008448,81.4655,22.5595,0.346778,12,768,57982,0,0,0,0,0,0,527,0
21,0,171.085,117.434,46.7024,1,5.48462,79.9628,34.4744,0.399739,1148,658026,54983,0,0,0,0,0,0,527,0
22,0,146.246,153.22,35.3237,1,5.38483,82.2228,32.0877,0.398985,1129,646008,54418,0,0,0,0,0,0,527,0
23,0,205.778,40.9711,116.559,2,5.53742,68.4999,16.0313,0.300229,1159,664362,60776,0,0,0,0,0,0,527,0
24,0,159.221,212.376,93.8389,2,3.21123,76.7312,18.2518,0.327314,676,385180,58167,0,0,0,0,0,0,527,0
25,0,72.4237,12.6748,124.021,2,3.42424,45.6719,27.8364,0.256442,722,410702,78003,0,0,0,0,0,0,527,0
26,0,249.907,89.7613,129.783,2,7.33262,57.4164,17.8154,0.275215,1533,879786,71483,0,0,0,0,0,0,527,0
27,0,122.761,109.114,16.0431,1,5.11502,74.3714,41.4396,0.403087,1071,613674,56049,0,0,0,0,0,0,527,0
28,0,193.213,157.374,75.5056,1,0.184544,75.4401,41.2211,0.389486,586,9004,61702,0,0,0,0,0,0,527,568
29,0,118.296,136.397,13.2222,1,5.08142,81.6188,34.5621,0.404208,1064,609642,53657,0,0,0,0,0,0,527,0
30,0,107.868,115.796,19.4479,1,5.13422,75.0838,40.5634,0.402605,1075,615978,55512,0,0,0,0,0,0,527,0
31,0,177.437,9.41968,126.919,2,6.45422,66.6568,13.4488,0.288533,1350,774378,69780,0,0,0,0,0,0,527,0
32,0,129.703,25.8588,99.2527,2,0.008448,78.7054,21.8899,0.335346,12,768,60306,0,0,0,0,0,0,527,0
33,0,151.918,140.802,31.2134,1,5.31213,75.01,40.9165,0.404129,1113,637304,55120,0,0,0,0,0,0,527,0
34,0,109.923,70.2945,56.7451,1,4.63203,78.3188,24.8777,0.359428,972,555676,58892,0,0,0,0,0,0,527,0
35,0,86.947,247.791,128.552,2,6.47523,65.6902,13.9913,0.287189,1356,776860,70505,0,0,0,0,0,0,527,0
36,0,186.595,218.781,112.2,2,6.52622,66.4166,20.3443,0.310957,1365,783018,62344,0,0,0,0,0,0,527,0
37,0,232.888,138.746,108.76,2,0.008448,65.0516,34.4765,0.331789,12,768,65295,0,0,0,0,0,0,527,0
38,0,222.332,45.7069,125.543,2,5.41443,64.0895,12.0066,0.271702,1135,649564,70507,0,0,0,0,0,0,527,0
39,0,78.7687,18.5174,116.086,2,0.008448,50.1878,31.7678,0.273213,12,768,68182,0,0,0,0,0,0,527,0
40,0,81.2311,233.74,117.218,2,3.79683,70.4915,15.1111,0.297998,798,455452,69994,0,0,0,0,0,0,527,0
41,0,235.853,20.8863,152.079,2,1.82104,58.3,9.12606,0.230824,388,218318,72563,0,0,0,0,0,0,527,0
42,0,48.7524,70.3629,93.8025,2,0.008448,61.4361,26.69,0.293782,12,768,62432,0,0,0,0,0,0,527,0
43,0,45.7287,223.343,126.314,2,0.008448,61.7706,18.5205,0.267665,12,768,73189,0,0,0,0,0,0,527,0
44,0,167.494,43.2165,92.1642,2,5.21102,76.1253,20.8732,0.340699,1091,625194,58101,0,0,0,0,0,0,527,0
45,0,210.609,145.137,87.9458,1,0.008448,72.1819,42.2708,0.381537,12,768,63005,0,0,0,0,0,0,527,0
46,0,39.3268,33.8646,125.082,2,5.19363,45.5651,14.9975,0.219187,1089,623068,77312,0,0,0,0,0,0,527,0
