node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,221.853,238.603,149.285,2,12.6492,95.6326,25.3382,0.4454,2834,1513130,139007,1,0,0,0,0,0,1054,50
1,0,238.069,155.372,117.078,2,10.3064,105.031,48.8941,0.547439,2350,1231900,137035,5,0,0,0,0,0,1054,24
2,0,160.089,237.613,117.953,2,13.7611,107.62,56.1442,0.59175,3167,1644134,132677,25,0,0,0,0,0,1054,109
3,0,168.216,10.2933,122.578,2,14.2099,109.576,49.0015,0.575959,3220,1698952,138698,28,0,0,0,0,0,1054,79
4,0,210.394,204.139,116.426,2,8.53533,112.502,47.3525,0.5613,2275,1012316,129458,47,0,0,0,0,0,1054,357
5,0,195.628,183.817,91.9114,2,8.79514,125.718,52.1555,0.622228,3242,1021584,122566,151,0,0,0,0,0,1054,1280
6,0,119.347,216.551,91.7249,2,4.97979,123.216,67.0767,0.650908,1382,589306,122895,84,0,0,0,0,0,1054,146
7,0,78.8811,226.633,111.608,2,8.71654,132.929,42.5545,0.614001,2372,1032640,122378,132,0,0,0,0,0,1054,427
8,0,0.342743,143.872,126.078,2,12.4694,96.6435,68.4788,0.591972,2836,1490606,141647,54,0,0,0,0,0,1054,16
9,0,118.631,68.0128,57.342,1,14.3316,118.229,67.5044,0.666883,3949,1696676,119605,81,0,0,0,0,0,1054,818
10,0,67.0997,246.779,134.842,2,11.8787,123.772,35.6058,0.570855,2647,1421304,129695,36,0,0,0,0,0,1054,36
11,0,232.429,46.2307,133.213,2,21.2218,89.327,34.4429,0.483306,4612,2542034,142604,9,0,0,0,0,0,1054,31
