RoutingProtocol,NumberOfNodes,PosSeed,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec
aodv,20,1,2775,1503,1272,54.1622,91.1259,0.0557538
aodv,20,2,2765,1641,1124,59.349,99.9237,0.051959
aodv,20,3,2751,827,1924,30.0618,50.6441,0.0429762
aodv,20,4,2831,1089,1742,38.467,65.1264,0.075468
aodv,20,5,3107,2499,608,80.4313,135.152,0.105952
