protocol,seed,nodes,traffic_condition,data_rate,packets_sent,packets_received,packet_loss,pdr,throughput_kbps,delay_sec,jitter_sec,hop_count,hop_count_method,routing_overhead_packets,unreachable_sensors,sigmoid_k,sigmoid_x0,sigmoid_w_link_quality,sigmoid_w_load
aodv,1,15,medium,8kbps,1014,432,582,42.6036,46.656,0.0513896,0.0198368,1.77083,approx_timesForwarded,186,0,,,,
