dataset,protocol,nodes,traffic_or_rate,seed,metric,reference_value,rerun_value,absolute_difference,relative_difference_percent,tolerance,status
V3-CaseA,static,50,medium,20,UnreachableSensors,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,20,PDR,33.4687,33.4687,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,20,ThroughputKbps,141.104,141.104,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,20,AverageDelaySec,0.0890891,0.0890891,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,20,AverageJitterSec,0.0392766,0.0392766,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,20,AverageHopCount,1.62,1.62,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,20,AverageLinkUtilization,0.00726209,0.00726209,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,20,MaximumLinkUtilization,0.0486144,0.0486144,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,PacketsSent,26350,26350,0,0,exact (0),PASS
V3-CaseA,static,50,medium,25,PacketsReceived,8457,8457,0,0,exact (0),PASS
V3-CaseA,static,50,medium,25,PacketLoss,17893,17893,0,0,exact (0),PASS
V3-CaseA,static,50,medium,25,RoutingOverheadPackets,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,25,PathChanges,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,25,UnreachableSensors,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,25,PDR,32.0949,32.0949,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,ThroughputKbps,135.312,135.312,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,AverageDelaySec,0.0830287,0.0830287,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,AverageJitterSec,0.0374363,0.0374363,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,AverageHopCount,1.5,1.5,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,AverageLinkUtilization,0.00676882,0.00676882,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,25,MaximumLinkUtilization,0.029783,0.029783,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,PacketsSent,26350,26350,0,0,exact (0),PASS
V3-CaseA,static,50,medium,30,PacketsReceived,9876,9876,0,0,exact (0),PASS
V3-CaseA,static,50,medium,30,PacketLoss,16474,16474,0,0,exact (0),PASS
V3-CaseA,static,50,medium,30,RoutingOverheadPackets,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,30,PathChanges,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,30,UnreachableSensors,0,0,0,0,exact (0),PASS
V3-CaseA,static,50,medium,30,PDR,37.4801,37.4801,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,ThroughputKbps,158.016,158.016,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,AverageDelaySec,0.0961321,0.0961321,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,AverageJitterSec,0.0433577,0.0433577,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,AverageHopCount,1.64,1.64,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,AverageLinkUtilization,0.00793484,0.00793484,0,0,0.01% relative,PASS
V3-CaseA,static,50,medium,30,MaximumLinkUtilization,0.0459725,0.0459725,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,PacketsSent,52700,52700,0,0,exact (0),PASS
V3-CaseA,static,100,medium,20,PacketsReceived,12711,12711,0,0,exact (0),PASS
V3-CaseA,static,100,medium,20,PacketLoss,39989,39989,0,0,exact (0),PASS
V3-CaseA,static,100,medium,20,RoutingOverheadPackets,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,20,PathChanges,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,20,UnreachableSensors,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,20,PDR,24.1195,24.1195,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,ThroughputKbps,203.376,203.376,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,AverageDelaySec,0.139305,0.139305,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,AverageJitterSec,0.0545139,0.0545139,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,AverageHopCount,1.67,1.67,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,AverageLinkUtilization,0.0073999,0.0073999,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,20,MaximumLinkUtilization,0.0559104,0.0559104,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,PacketsSent,52700,52700,0,0,exact (0),PASS
V3-CaseA,static,100,medium,25,PacketsReceived,18915,18915,0,0,exact (0),PASS
V3-CaseA,static,100,medium,25,PacketLoss,33785,33785,0,0,exact (0),PASS
V3-CaseA,static,100,medium,25,RoutingOverheadPackets,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,25,PathChanges,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,25,UnreachableSensors,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,25,PDR,35.8918,35.8918,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,ThroughputKbps,302.64,302.64,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,AverageDelaySec,0.210074,0.210074,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,AverageJitterSec,0.0851042,0.0851042,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,AverageHopCount,1.51,1.51,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,AverageLinkUtilization,0.00708343,0.00708343,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,25,MaximumLinkUtilization,0.0777062,0.0777062,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,PacketsSent,52700,52700,0,0,exact (0),PASS
V3-CaseA,static,100,medium,30,PacketsReceived,12893,12893,0,0,exact (0),PASS
V3-CaseA,static,100,medium,30,PacketLoss,39807,39807,0,0,exact (0),PASS
V3-CaseA,static,100,medium,30,RoutingOverheadPackets,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,30,PathChanges,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,30,UnreachableSensors,0,0,0,0,exact (0),PASS
V3-CaseA,static,100,medium,30,PDR,24.4649,24.4649,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,ThroughputKbps,206.288,206.288,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,AverageDelaySec,0.163971,0.163971,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,AverageJitterSec,0.0697228,0.0697228,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,AverageHopCount,1.58,1.58,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,AverageLinkUtilization,0.00649253,0.00649253,0,0,0.01% relative,PASS
V3-CaseA,static,100,medium,30,MaximumLinkUtilization,0.037079,0.037079,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,txPkts,78876,78876,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,rxPkts,19028,19028,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,total_phy_rx_drops,1.38057e+07,1.38057e+07,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,total_mac_queue_drops,29112,29112,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,unreachableSensors,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,20,pdr,24.1239,24.1239,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,throughputKbps,304.448,304.448,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,avgDelaySec,0.294376,0.294376,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,avgJitterSec,0.130285,0.130285,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,gw_airtime_busy_frac,0.860889,0.860889,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,ring1_airtime_busy_frac_mean,0.852169,0.852169,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,20,total_max_retry_drops,N/A (not instrumented in original §10 dataset),2877,n/a,n/a,n/a,NOT_APPLICABLE
§10-CaseB,olsr,75,high,25,txPkts,78667,78667,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,rxPkts,22092,22092,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,total_phy_rx_drops,1.23785e+07,1.23785e+07,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,total_mac_queue_drops,33355,33355,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,total_ip_drop_no_route,67,67,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,unreachableSensors,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,25,pdr,28.0829,28.0829,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,25,throughputKbps,353.472,353.472,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,25,avgDelaySec,0.308365,0.308365,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,25,avgJitterSec,0.15129,0.15129,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,25,gw_airtime_busy_frac,0.883629,0.883629,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,25,ring1_airtime_busy_frac_mean,0.878785,0.878785,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,25,total_max_retry_drops,N/A (not instrumented in original §10 dataset),2222,n/a,n/a,n/a,NOT_APPLICABLE
§10-CaseB,olsr,75,high,30,txPkts,77948,77948,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,rxPkts,20752,20752,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,total_phy_rx_drops,1.36666e+07,1.36666e+07,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,total_mac_queue_drops,26774,26774,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,total_ip_drop_no_route,217,217,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,unreachableSensors,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,75,high,30,pdr,26.6229,26.6229,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,30,throughputKbps,332.032,332.032,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,30,avgDelaySec,0.298395,0.298395,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,30,avgJitterSec,0.137832,0.137832,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,30,gw_airtime_busy_frac,0.865664,0.865664,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,30,ring1_airtime_busy_frac_mean,0.858239,0.858239,0,0,0.01% relative,PASS
§10-CaseB,olsr,75,high,30,total_max_retry_drops,N/A (not instrumented in original §10 dataset),2289,n/a,n/a,n/a,NOT_APPLICABLE
§10-CaseB,olsr,100,high,20,txPkts,95701,95701,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,rxPkts,12188,12188,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,total_phy_rx_drops,1.98965e+07,1.98965e+07,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,total_mac_queue_drops,47214,47214,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,total_ip_drop_no_route,2805,2805,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,unreachableSensors,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,20,pdr,12.7355,12.7355,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,20,throughputKbps,195.008,195.008,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,20,avgDelaySec,0.362064,0.362064,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,20,avgJitterSec,0.15474,0.15474,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,20,gw_airtime_busy_frac,0.881684,0.881684,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,20,ring1_airtime_busy_frac_mean,0.867332,0.867332,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,20,total_max_retry_drops,N/A (not instrumented in original §10 dataset),1436,n/a,n/a,n/a,NOT_APPLICABLE
§10-CaseB,olsr,100,high,25,txPkts,100584,100584,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,rxPkts,16215,16215,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,total_phy_rx_drops,1.84645e+07,1.84645e+07,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,total_mac_queue_drops,46255,46255,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,total_ip_drop_no_route,1723,1723,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,unreachableSensors,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,25,pdr,16.1209,16.1209,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,25,throughputKbps,259.44,259.44,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,25,avgDelaySec,0.35814,0.35814,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,25,avgJitterSec,0.175838,0.175838,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,25,gw_airtime_busy_frac,0.898382,0.898382,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,25,ring1_airtime_busy_frac_mean,0.890478,0.890478,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,25,total_max_retry_drops,N/A (not instrumented in original §10 dataset),1791,n/a,n/a,n/a,NOT_APPLICABLE
§10-CaseB,olsr,100,high,30,txPkts,100657,100657,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,rxPkts,14835,14835,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,total_phy_rx_drops,2.02446e+07,2.02446e+07,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,total_mac_queue_drops,40859,40859,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,total_ip_drop_no_route,820,820,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,unreachableSensors,0,0,0,0,exact (0),PASS
§10-CaseB,olsr,100,high,30,pdr,14.7382,14.7382,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,30,throughputKbps,237.36,237.36,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,30,avgDelaySec,0.36992,0.36992,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,30,avgJitterSec,0.167501,0.167501,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,30,gw_airtime_busy_frac,0.888663,0.888663,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,30,ring1_airtime_busy_frac_mean,0.880385,0.880385,0,0,0.01% relative,PASS
§10-CaseB,olsr,100,high,30,total_max_retry_drops,N/A (not instrumented in original §10 dataset),2045,n/a,n/a,n/a,NOT_APPLICABLE
RateSweep-CaseC,olsr,75,16kbps,20,txPkts,78876,78876,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,rxPkts,19028,19028,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,total_phy_rx_drops,1.38057e+07,1.38057e+07,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,total_mac_queue_drops,29112,29112,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,total_max_retry_drops,2877,2877,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,20,pdr,24.1239,24.1239,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,20,throughputKbps,304.448,304.448,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,20,avgDelaySec,0.294376,0.294376,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,20,avgJitterSec,0.130285,0.130285,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,20,gw_airtime_busy_frac,0.860889,0.860889,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,20,ring1_airtime_busy_frac_mean,0.852169,0.852169,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,25,txPkts,78667,78667,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,rxPkts,22092,22092,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,total_phy_rx_drops,1.23785e+07,1.23785e+07,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,total_mac_queue_drops,33355,33355,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,total_ip_drop_no_route,67,67,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,total_max_retry_drops,2222,2222,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,25,pdr,28.0829,28.0829,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,25,throughputKbps,353.472,353.472,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,25,avgDelaySec,0.308365,0.308365,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,25,avgJitterSec,0.15129,0.15129,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,25,gw_airtime_busy_frac,0.883629,0.883629,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,25,ring1_airtime_busy_frac_mean,0.878785,0.878785,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,30,txPkts,77948,77948,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,rxPkts,20752,20752,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,total_phy_rx_drops,1.36666e+07,1.36666e+07,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,total_mac_queue_drops,26774,26774,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,total_ip_drop_no_route,217,217,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,total_max_retry_drops,2289,2289,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,16kbps,30,pdr,26.6229,26.6229,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,30,throughputKbps,332.032,332.032,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,30,avgDelaySec,0.298395,0.298395,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,30,avgJitterSec,0.137832,0.137832,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,30,gw_airtime_busy_frac,0.865664,0.865664,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,16kbps,30,ring1_airtime_busy_frac_mean,0.858239,0.858239,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,20,txPkts,95701,95701,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,rxPkts,12188,12188,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,total_phy_rx_drops,1.98965e+07,1.98965e+07,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,total_mac_queue_drops,47214,47214,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,total_ip_drop_no_route,2805,2805,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,total_max_retry_drops,1436,1436,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,20,pdr,12.7355,12.7355,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,20,throughputKbps,195.008,195.008,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,20,avgDelaySec,0.362064,0.362064,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,20,avgJitterSec,0.15474,0.15474,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,20,gw_airtime_busy_frac,0.881684,0.881684,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,20,ring1_airtime_busy_frac_mean,0.867332,0.867332,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,25,txPkts,100584,100584,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,rxPkts,16215,16215,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,total_phy_rx_drops,1.84645e+07,1.84645e+07,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,total_mac_queue_drops,46255,46255,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,total_ip_drop_no_route,1723,1723,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,total_max_retry_drops,1791,1791,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,25,pdr,16.1209,16.1209,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,25,throughputKbps,259.44,259.44,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,25,avgDelaySec,0.35814,0.35814,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,25,avgJitterSec,0.175838,0.175838,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,25,gw_airtime_busy_frac,0.898382,0.898382,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,25,ring1_airtime_busy_frac_mean,0.890478,0.890478,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,30,txPkts,100657,100657,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,rxPkts,14835,14835,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,total_phy_rx_drops,2.02446e+07,2.02446e+07,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,total_mac_queue_drops,40859,40859,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,total_ip_drop_no_route,820,820,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,total_max_retry_drops,2045,2045,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,16kbps,30,pdr,14.7382,14.7382,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,30,throughputKbps,237.36,237.36,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,30,avgDelaySec,0.36992,0.36992,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,30,avgJitterSec,0.167501,0.167501,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,30,gw_airtime_busy_frac,0.888663,0.888663,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,16kbps,30,ring1_airtime_busy_frac_mean,0.880385,0.880385,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,20,txPkts,19725,19725,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,rxPkts,8595,8595,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,total_phy_rx_drops,4.83058e+06,4.83058e+06,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,total_mac_queue_drops,345,345,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,total_max_retry_drops,2191,2191,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,20,pdr,43.5741,43.5741,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,20,throughputKbps,137.52,137.52,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,20,avgDelaySec,0.275639,0.275639,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,20,avgJitterSec,0.156546,0.156546,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,20,gw_airtime_busy_frac,0.383429,0.383429,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,20,ring1_airtime_busy_frac_mean,0.354015,0.354015,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,25,txPkts,19725,19725,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,rxPkts,7972,7972,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,total_phy_rx_drops,3.86801e+06,3.86801e+06,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,total_mac_queue_drops,30,30,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,total_max_retry_drops,1592,1592,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,25,pdr,40.4157,40.4157,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,25,throughputKbps,127.552,127.552,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,25,avgDelaySec,0.206142,0.206142,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,25,avgJitterSec,0.131563,0.131563,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,25,gw_airtime_busy_frac,0.332366,0.332366,0,0,0.01% relative,PASS
