Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788323306,v4,v4,30,high,16kbps,low,1,20,300,31620,7863,23757,24.8672,125.808,0.117144,0.0501311,0,1.93333,exact,0,0.0180868,0.104663,0,5,0.5,5,0.5,0.75,0.25
1788323326,v4,v4,30,high,16kbps,low,1,21,300,31620,12221,19399,38.6496,195.536,0.108036,0.0497895,0,1.46667,exact,0,0.0189178,0.0786739,0,5,0.5,5,0.5,0.75,0.25
1788323353,v4,v4,30,high,16kbps,low,1,22,300,31620,7500,24120,23.7192,120,0.0762717,0.0362025,0,1.8,exact,0,0.0177693,0.0738355,0,5,0.5,5,0.5,0.75,0.25
1788324455,v4,v4,30,high,16kbps,low,1,23,300,31620,7182,24438,22.7135,114.912,0.0985382,0.0397767,0,1.8,exact,0,0.0205798,0.114478,0,5,0.5,5,0.5,0.75,0.25
1788324499,v4,v4,30,high,16kbps,low,1,24,300,31620,13199,18421,41.7426,211.184,0.0761409,0.0341763,0,1.43333,exact,0,0.0168692,0.0904397,0,5,0.5,5,0.5,0.75,0.25
1788325662,v4,v4,30,high,16kbps,low,1,25,300,31620,7693,23927,24.3295,123.088,0.0503742,0.0214488,0,1.56667,exact,0,0.0123968,0.0441907,0,5,0.5,5,0.5,0.75,0.25
1788325844,v4,v4,30,high,16kbps,low,1,26,300,31620,12291,19329,38.871,196.656,0.113129,0.0450337,0,1.7,exact,0,0.0168392,0.103204,0,5,0.5,5,0.5,0.75,0.25
1788325901,v4,v4,30,high,16kbps,low,1,27,300,31620,12593,19027,39.8261,201.488,0.08361,0.0345005,0,1.73333,exact,0,0.0165889,0.0949862,0,5,0.5,5,0.5,0.75,0.25
1788328947,v4,v4,30,high,16kbps,low,1,28,300,31620,14142,17478,44.7249,226.272,0.0950042,0.0402092,0,1.55172,exact,0,0.020463,0.0990874,1,5,0.5,5,0.5,0.75,0.25
1788332621,v4,v4,30,high,16kbps,low,1,29,300,31620,13677,17943,43.2543,218.832,0.112948,0.0481392,0,1.6,exact,0,0.0207588,0.120484,0,5,0.5,5,0.5,0.75,0.25
1788334798,v4,v4,30,high,16kbps,low,1,30,300,31620,15632,15988,49.4371,250.112,0.118288,0.0514899,0,1.7,exact,0,0.020004,0.102175,0,5,0.5,5,0.5,0.75,0.25
