Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788320347,v4,v4,10,low,4kbps,low,1,20,300,2630,1332,1298,50.6464,21.312,0.0274016,0.0130434,0,1.5,exact,0,0.00343488,0.0132557,8,5,0.5,5,0.5,0.75,0.25
1788320348,v4,v4,10,low,4kbps,low,1,21,300,2630,945,1685,35.9316,15.12,0.0248806,0.012839,0,1.5,exact,0,0.00349464,0.0092928,2,5,0.5,5,0.5,0.75,0.25
1788320349,v4,v4,10,low,4kbps,low,1,22,300,2630,620,2010,23.5741,9.92,0.0290953,0.0155865,0,1.625,exact,0,0.00484413,0.0179558,2,5,0.5,5,0.5,0.75,0.25
1788320350,v4,v4,10,low,4kbps,low,1,23,300,2630,1741,889,66.1977,27.856,0.0380992,0.0230281,0,1.125,exact,0,0.00481203,0.0142848,2,5,0.5,5,0.5,0.75,0.25
1788320350,v4,v4,10,low,4kbps,low,1,24,300,2630,1098,1532,41.749,17.568,0.0325631,0.0145853,0,1.44444,exact,0,0.00395501,0.0186931,1,5,0.5,5,0.5,0.75,0.25
1788320352,v4,v4,10,low,4kbps,low,1,25,300,2630,1590,1040,60.4563,25.44,0.0461434,0.0245537,0,1.5,exact,0,0.00600183,0.0212429,0,5,0.5,5,0.5,0.75,0.25
1788320353,v4,v4,10,low,4kbps,low,1,26,300,2630,1078,1552,40.9886,17.248,0.0261984,0.0102931,0,1.25,exact,0,0.00325696,0.0132864,6,5,0.5,5,0.5,0.75,0.25
1788320354,v4,v4,10,low,4kbps,low,1,27,300,2630,1765,865,67.1103,28.24,0.0413901,0.0208544,0,1.57143,exact,0,0.00477892,0.0188928,3,5,0.5,5,0.5,0.75,0.25
1788320354,v4,v4,10,low,4kbps,low,1,28,300,2630,1123,1507,42.6996,17.968,0.0386878,0.0163462,0,1.55556,exact,0,0.00339678,0.0106291,1,5,0.5,5,0.5,0.75,0.25
1788320355,v4,v4,10,low,4kbps,low,1,29,300,2630,1448,1182,55.057,23.168,0.0374138,0.0197405,0,1.42857,exact,0,0.00450159,0.0152832,3,5,0.5,5,0.5,0.75,0.25
1788320356,v4,v4,10,low,4kbps,low,1,30,300,2630,992,1638,37.7186,15.872,0.0389442,0.0198052,0,1.42857,exact,0,0.00453018,0.0179251,3,5,0.5,5,0.5,0.75,0.25
