Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788347050,v4,v4,50,high,16kbps,static,0,20,300,52700,21936,30764,41.6243,350.976,0.120467,0.0489137,0,1.62,exact,0,0.015779,0.152156,0,5,0.5,5,0.5,0.75,0.25
1788347101,v4,v4,50,high,16kbps,static,0,21,300,52700,15481,37219,29.3757,247.696,0.105815,0.0502762,0,1.44,exact,0,0.0131099,0.0922061,0,5,0.5,5,0.5,0.75,0.25
1788347171,v4,v4,50,high,16kbps,static,0,22,300,52700,22383,30317,42.4725,358.128,0.183595,0.0700568,0,1.66,exact,0,0.0177063,0.122266,0,5,0.5,5,0.5,0.75,0.25
1788347223,v4,v4,50,high,16kbps,static,0,23,300,52700,18812,33888,35.6964,300.992,0.183947,0.06694,0,1.62,exact,0,0.0170542,0.124093,0,5,0.5,5,0.5,0.75,0.25
1788347272,v4,v4,50,high,16kbps,static,0,24,300,52700,18403,34297,34.9203,294.448,0.107726,0.0435385,0,1.54,exact,0,0.0134782,0.0774298,0,5,0.5,5,0.5,0.75,0.25
1788347326,v4,v4,50,high,16kbps,static,0,25,300,52700,22865,29835,43.3871,365.84,0.160665,0.0651201,0,1.5,exact,0,0.0151956,0.13675,0,5,0.5,5,0.5,0.75,0.25
1788347386,v4,v4,50,high,16kbps,static,0,26,300,52700,19946,32754,37.8482,319.136,0.135943,0.0554148,0,1.52,exact,0,0.0149012,0.166364,0,5,0.5,5,0.5,0.75,0.25
1788347430,v4,v4,50,high,16kbps,static,0,27,300,52700,12750,39950,24.1935,204,0.0686334,0.0280443,0,1.62,exact,0,0.014308,0.0701798,0,5,0.5,5,0.5,0.75,0.25
1788347480,v4,v4,50,high,16kbps,static,0,28,300,52700,19391,33309,36.7951,310.256,0.14106,0.0502832,0,1.6,exact,0,0.0154064,0.106752,0,5,0.5,5,0.5,0.75,0.25
1788347536,v4,v4,50,high,16kbps,static,0,29,300,52700,25161,27539,47.7438,402.576,0.162067,0.0583511,0,1.62,exact,0,0.018353,0.148608,0,5,0.5,5,0.5,0.75,0.25
1788347596,v4,v4,50,high,16kbps,static,0,30,300,52700,23103,29597,43.8387,369.648,0.161737,0.0680698,0,1.64,exact,0,0.0164152,0.14059,0,5,0.5,5,0.5,0.75,0.25
