Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788345855,v4,v4,50,low,4kbps,static,0,20,300,13150,4388,8762,33.3688,70.208,0.0875497,0.0381205,0,1.62,exact,0,0.00420689,0.0398899,0,5,0.5,5,0.5,0.75,0.25
1788345865,v4,v4,50,low,4kbps,static,0,21,300,13150,2913,10237,22.1521,46.608,0.0580101,0.0309304,0,1.44,exact,0,0.00343331,0.0146534,0,5,0.5,5,0.5,0.75,0.25
1788345879,v4,v4,50,low,4kbps,static,0,22,300,13150,4505,8645,34.2586,72.08,0.0749877,0.0311733,0,1.66,exact,0,0.00386459,0.0202445,0,5,0.5,5,0.5,0.75,0.25
1788345888,v4,v4,50,low,4kbps,static,0,23,300,13150,3072,10078,23.3612,49.152,0.0647691,0.0297419,0,1.62,exact,0,0.00358575,0.0199066,0,5,0.5,5,0.5,0.75,0.25
1788345899,v4,v4,50,low,4kbps,static,0,24,300,13150,4642,8508,35.3004,74.272,0.083251,0.0342118,0,1.54,exact,0,0.0037194,0.0205824,0,5,0.5,5,0.5,0.75,0.25
1788345909,v4,v4,50,low,4kbps,static,0,25,300,13150,3220,9930,24.4867,51.52,0.0585041,0.029827,0,1.5,exact,0,0.00323264,0.0106138,0,5,0.5,5,0.5,0.75,0.25
1788345921,v4,v4,50,low,4kbps,static,0,26,300,13150,4388,8762,33.3688,70.208,0.0892686,0.030647,0,1.52,exact,0,0.00356249,0.0396442,0,5,0.5,5,0.5,0.75,0.25
1788345931,v4,v4,50,low,4kbps,static,0,27,300,13150,3325,9825,25.2852,53.2,0.0831656,0.0361589,0,1.62,exact,0,0.00393358,0.0205824,0,5,0.5,5,0.5,0.75,0.25
1788345942,v4,v4,50,low,4kbps,static,0,28,300,13150,3370,9780,25.6274,53.92,0.0813987,0.0325852,0,1.6,exact,0,0.00379926,0.0184474,0,5,0.5,5,0.5,0.75,0.25
1788345953,v4,v4,50,low,4kbps,static,0,29,300,13150,4553,8597,34.6236,72.848,0.0820429,0.0334354,0,1.62,exact,0,0.00427625,0.0236083,0,5,0.5,5,0.5,0.75,0.25
1788345965,v4,v4,50,low,4kbps,static,0,30,300,13150,4472,8678,34.0076,71.552,0.0792247,0.0388718,0,1.64,exact,0,0.00350055,0.0200294,0,5,0.5,5,0.5,0.75,0.25
