Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788348975,v4,v4,75,low,4kbps,low,1,20,300,19725,3509,16216,17.7896,56.144,0.125133,0.0556394,0,1.62667,exact,0,0.0036312,0.0202138,0,5,0.5,5,0.5,0.75,0.25
1788348993,v4,v4,75,low,4kbps,low,1,21,300,19725,3187,16538,16.1572,50.992,0.0941967,0.0443262,0,1.45333,exact,0,0.00323063,0.0269875,0,5,0.5,5,0.5,0.75,0.25
1788349021,v4,v4,75,low,4kbps,low,1,22,300,19725,3859,15866,19.564,61.744,0.150299,0.0605164,0,1.65333,exact,0,0.00421644,0.0416717,0,5,0.5,5,0.5,0.75,0.25
1788349044,v4,v4,75,low,4kbps,low,1,23,300,19725,3350,16375,16.9835,53.6,0.108898,0.05288,0,1.65333,exact,0,0.00359398,0.0171571,0,5,0.5,5,0.5,0.75,0.25
1788349071,v4,v4,75,low,4kbps,low,1,24,300,19725,4323,15402,21.9163,69.168,0.147794,0.0663911,0,1.52,exact,0,0.00403436,0.0281395,0,5,0.5,5,0.5,0.75,0.25
1788349098,v4,v4,75,low,4kbps,low,1,25,300,19725,3189,16536,16.1673,51.024,0.105876,0.0559559,0,1.49333,exact,0,0.00375291,0.0160512,0,5,0.5,5,0.5,0.75,0.25
1788349121,v4,v4,75,low,4kbps,low,1,26,300,19725,3192,16533,16.1825,51.072,0.0943877,0.0470197,0,1.57333,exact,0,0.00345978,0.0152371,0,5,0.5,5,0.5,0.75,0.25
1788349145,v4,v4,75,low,4kbps,low,1,27,300,19725,2786,16939,14.1242,44.576,0.120933,0.0537616,0,1.61333,exact,0,0.00380334,0.0200141,0,5,0.5,5,0.5,0.75,0.25
1788349168,v4,v4,75,low,4kbps,low,1,28,300,19725,3649,16076,18.4994,58.384,0.1103,0.0546442,0,1.57333,exact,0,0.00367044,0.0206746,0,5,0.5,5,0.5,0.75,0.25
1788349198,v4,v4,75,low,4kbps,low,1,29,300,19725,5340,14385,27.0722,85.44,0.16492,0.0653918,0,1.6,exact,0,0.00448368,0.0374477,0,5,0.5,5,0.5,0.75,0.25
1788349221,v4,v4,75,low,4kbps,low,1,30,300,19725,3146,16579,15.9493,50.336,0.128859,0.0584833,0,1.61333,exact,0,0.00376747,0.017664,0,5,0.5,5,0.5,0.75,0.25
