Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788372684,v4,v4,100,medium,8kbps,medium,5,20,300,52700,4424,48276,8.39469,70.784,0.102126,0.0515062,0,1.67,exact,0,0.00774654,0.0378931,0,5,0.5,5,0.5,0.75,0.25
1788372757,v4,v4,100,medium,8kbps,medium,5,21,300,52700,7599,45101,14.4194,121.584,0.141792,0.0687,0,1.49,exact,0,0.00936965,0.0468173,0,5,0.5,5,0.5,0.75,0.25
1788372840,v4,v4,100,medium,8kbps,medium,5,22,300,52700,4172,48528,7.91651,66.752,0.109476,0.0548433,0,1.68,exact,0,0.00742583,0.0449894,0,5,0.5,5,0.5,0.75,0.25
1788372896,v4,v4,100,medium,8kbps,medium,5,23,300,52700,4332,48368,8.22011,69.312,0.116406,0.0572305,0,1.59,exact,0,0.0078428,0.0409805,0,5,0.5,5,0.5,0.75,0.25
1788372969,v4,v4,100,medium,8kbps,medium,5,24,300,52700,7477,45223,14.1879,119.632,0.150036,0.0704358,0,1.57,exact,0,0.00818549,0.0544973,0,5,0.5,5,0.5,0.75,0.25
1788373067,v4,v4,100,medium,8kbps,medium,5,25,300,52700,7140,45560,13.5484,114.24,0.135933,0.067936,0,1.51,exact,0,0.00905303,0.0567706,0,5,0.5,5,0.5,0.75,0.25
1788373115,v4,v4,100,medium,8kbps,medium,5,26,300,52700,3559,49141,6.75332,56.944,0.138918,0.0610907,0,1.57,exact,0,0.00663719,0.0301056,0,5,0.5,5,0.5,0.75,0.25
1788373189,v4,v4,100,medium,8kbps,medium,5,27,300,52700,7055,45645,13.3871,112.88,0.186009,0.086282,0,1.62,exact,0,0.00780157,0.0606413,0,5,0.5,5,0.5,0.75,0.25
1788373248,v4,v4,100,medium,8kbps,medium,5,28,300,52700,5626,47074,10.6755,90.016,0.199744,0.087063,0,1.62,exact,0,0.00856137,0.0475699,0,5,0.5,5,0.5,0.75,0.25
1788373303,v4,v4,100,medium,8kbps,medium,5,29,300,52700,4565,48135,8.66224,73.04,0.102744,0.0540578,0,1.61,exact,0,0.00724082,0.0317491,0,5,0.5,5,0.5,0.75,0.25
1788373383,v4,v4,100,medium,8kbps,medium,5,30,300,52700,8093,44607,15.3567,129.488,0.180034,0.0869647,0,1.58,exact,0,0.00923011,0.0456346,0,5,0.5,5,0.5,0.75,0.25
