Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1788321987,v4,v4,30,medium,8kbps,low,1,20,300,15810,2487,13323,15.7306,39.792,0.0704086,0.0317223,0,1.93333,exact,0,0.00881431,0.0336077,0,5,0.5,5,0.5,0.75,0.25
1788321997,v4,v4,30,medium,8kbps,low,1,21,300,15810,6393,9417,40.4364,102.288,0.0918847,0.0389659,0,1.46667,exact,0,0.00943744,0.0395366,0,5,0.5,5,0.5,0.75,0.25
1788322010,v4,v4,30,medium,8kbps,low,1,22,300,15810,4613,11197,29.1777,73.808,0.0908261,0.0387993,0,1.8,exact,0,0.00881048,0.0386918,0,5,0.5,5,0.5,0.75,0.25
1788322021,v4,v4,30,medium,8kbps,low,1,23,300,15810,3039,12771,19.222,48.624,0.0815938,0.0324301,0,1.8,exact,0,0.0089978,0.0382618,0,5,0.5,5,0.5,0.75,0.25
1788322030,v4,v4,30,medium,8kbps,low,1,24,300,15810,4965,10845,31.4042,79.44,0.0635939,0.0301251,0,1.43333,exact,0,0.00741825,0.0276634,0,5,0.5,5,0.5,0.75,0.25
1788322040,v4,v4,30,medium,8kbps,low,1,25,300,15810,4819,10991,30.4807,77.104,0.052973,0.0227348,0,1.56667,exact,0,0.00663479,0.0344678,0,5,0.5,5,0.5,0.75,0.25
1788322305,v4,v4,30,medium,8kbps,low,1,26,300,15810,4649,11161,29.4054,74.384,0.0714529,0.028449,0,1.7,exact,0,0.00757931,0.0488448,0,5,0.5,5,0.5,0.75,0.25
1788322316,v4,v4,30,medium,8kbps,low,1,27,300,15810,3892,11918,24.6173,62.272,0.056922,0.024771,0,1.73333,exact,0,0.00609466,0.0206899,0,5,0.5,5,0.5,0.75,0.25
1788322325,v4,v4,30,medium,8kbps,low,1,28,300,15810,5085,10725,32.1632,81.36,0.0753185,0.0327661,0,1.55172,exact,0,0.00811018,0.049751,1,5,0.5,5,0.5,0.75,0.25
1788322336,v4,v4,30,medium,8kbps,low,1,29,300,15810,3337,12473,21.1069,53.392,0.0652109,0.0300777,0,1.6,exact,0,0.00731451,0.0327168,0,5,0.5,5,0.5,0.75,0.25
1788322346,v4,v4,30,medium,8kbps,low,1,30,300,15810,6219,9591,39.3359,99.504,0.0995385,0.0411987,0,1.7,exact,0,0.00885701,0.0455117,0,5,0.5,5,0.5,0.75,0.25
