node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,229.244,54.5642,125.81,2,6.71837,116.123,32.4152,0.517523,1726,798372,115604,10,71,0,0,0,0,0,527,119
1,0,102.328,160.765,42.346,1,3.99386,107.179,70.4513,0.605414,1122,472304,103813,0,0,0,0,0,0,0,527,156
2,0,176.604,150.018,57.3482,1,6.8688,99.1516,66.6836,0.57568,1807,815232,107011,0,1,0,0,0,0,0,527,210
3,0,231.848,174.163,117.616,2,8.65845,77.4102,43.9088,0.433258,2016,1033922,125696,0,105,0,0,0,0,0,527,41
4,0,5.89971,110.056,120.034,2,6.87013,104.291,51.9793,0.543801,1645,819286,117394,9,59,0,0,0,0,0,527,19
5,0,44.2542,62.2877,102.238,2,8.03616,124.539,38.5807,0.570519,2268,950088,106354,109,62,0,0,0,0,0,527,434
6,0,243.576,18.146,159.619,2,9.69616,103.662,20.9577,0.447719,2337,1155932,119425,1,125,0,2,0,0,0,527,138
7,0,132.174,57.8604,67.5218,1,5.00794,119.204,63.9937,0.627352,1349,593616,105428,39,0,0,0,0,0,0,527,183
8,0,72.8443,124.585,52.1573,1,4.02072,107.391,71.5671,0.60993,1058,477198,105155,3,0,0,0,0,0,0,527,110
9,0,15.0154,216.276,142.927,2,8.29893,86.7427,27.4793,0.408403,1926,991142,122385,1,108,0,0,0,0,0,527,24
10,0,244.703,6.19701,168.65,3,8.61491,98.7082,19.4356,0.422529,1950,1030064,121462,0,131,0,0,0,0,0,527,9
11,0,44.2104,80.8884,92.0477,2,3.36488,125.266,44.7977,0.578096,1085,394570,105655,23,5,0,0,0,0,0,527,204
12,0,132.342,232.833,108.082,2,14.3644,80.8126,43.8843,0.463538,3518,1711112,115044,47,236,0,0,0,0,0,527,290
13,0,240.578,248.49,169.139,2,4.31832,57.6513,19.045,0.270049,1063,514278,133020,0,81,0,0,0,0,0,527,1
14,0,187.323,96.8154,68.3995,1,11.6629,105.923,59.2647,0.589502,3115,1383100,106730,76,13,0,0,0,0,0,527,517
