node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,229.244,54.5642,125.81,2,6.51914,77.3997,30.0312,0.379834,1366,782108,82204,0,0,0,0,0,0,0,1054,0
1,0,102.328,160.765,42.346,1,11.1449,88.6277,33.2818,0.443514,3233,1315520,62442,5,0,0,0,0,0,0,1054,947
2,0,176.604,150.018,57.3482,1,27.9579,73.7233,35.7625,0.458146,8919,3280684,63766,199,0,0,0,0,0,0,1054,3285
3,0,231.848,174.163,117.616,2,7.93994,83.2762,28.1091,0.397751,1662,952604,79747,0,2,0,0,0,0,0,1054,0
4,0,5.89971,110.056,120.034,2,6.60694,57.5902,27.0108,0.304027,1386,792604,86933,0,8,0,0,0,0,0,1054,0
5,0,44.2542,62.2877,102.238,2,0.008448,72.3916,31.3027,0.345676,12,768,74215,0,0,0,0,0,0,0,1054,0
6,0,243.576,18.146,159.619,2,0.008448,49.6173,23.0888,0.242382,12,768,91691,0,0,0,0,0,0,0,1054,0
7,0,132.174,57.8604,67.5218,1,6.83056,79.3155,43.3231,0.431564,5486,722156,68599,1344,0,0,0,0,0,0,1054,4289
8,0,72.8443,124.585,52.1573,1,5.74698,80.9087,43.7013,0.434523,2853,649900,65468,14,1,0,0,0,0,0,1054,1753
9,0,15.0154,216.276,142.927,2,0.008448,47.076,21.271,0.227851,12,768,91164,0,0,0,0,0,0,0,1054,0
10,0,244.703,6.19701,168.65,3,6.20344,37.1923,19.6348,0.210102,1301,744206,93181,0,88,0,0,0,0,0,1054,0
11,0,44.2104,80.8884,92.0477,2,6.18723,70.2416,29.3524,0.352604,1296,742300,72179,0,0,0,0,0,0,0,1054,0
12,0,132.342,232.833,108.082,2,4.87384,92.0945,28.2729,0.417471,1024,584654,68568,22,57,0,0,0,0,0,1054,0
13,0,240.578,248.49,169.139,2,0.008448,44.2011,30.0308,0.247468,12,768,93336,0,0,0,0,0,0,0,1054,0
14,0,187.323,96.8154,68.3995,1,4.55864,90.7916,37.481,0.442771,1567,532222,65717,149,3,0,0,0,0,0,1054,646
15,0,93.9984,159.691,46.5246,1,1.50454,95.2981,36.3398,0.443808,323,180316,62837,0,0,0,0,0,0,0,1054,0
16,0,39.2039,242.302,145.33,2,0.008448,43.1768,20.0333,0.210729,12,768,93116,0,0,0,0,0,0,0,1054,0
17,0,243.783,14.1756,162.455,2,0.008448,47.0941,22.3327,0.231451,12,768,92262,0,0,0,0,0,0,0,1054,0
18,0,65.6983,51.6378,94.333,2,2.33464,79.3655,29.5839,0.370947,495,279950,71766,1,1,0,0,0,0,0,1054,0
19,0,66.1705,54.6681,91.6923,2,2.30174,79.6523,29.6869,0.372136,489,275982,71372,0,3,0,0,0,0,0,1054,0
20,0,18.3102,100.277,109.517,2,6.96003,63.2208,26.835,0.323386,1457,835036,75732,0,1,0,0,0,0,0,1054,0
21,0,85.4267,190.675,76.6761,1,4.78264,89.6591,31.1753,0.418723,1005,573710,65635,64,47,0,0,0,0,0,1054,0
22,0,189.53,80.8295,78.1994,1,3.49355,90.3363,37.3361,0.43722,739,418958,66986,114,20,0,0,0,0,0,1054,0
23,0,22.0207,129.479,103.077,2,0.008448,57.4378,41.674,0.330401,12,768,78001,0,0,0,0,0,0,0,1054,0
24,0,156.375,82.571,52.7692,1,1.63454,84.0861,49.242,0.449875,350,195918,64159,1,0,0,0,0,0,0,1054,0
25,0,26.1888,161.918,105.482,2,0.008448,59.1794,37.6727,0.322868,12,768,77903,0,0,0,0,0,0,0,1054,0
26,0,65.3813,116.463,60.2268,1,2.12208,83.306,45.1732,0.435338,741,247476,66279,40,0,0,0,0,0,0,1054,284
27,0,106.405,129.779,19.1988,1,9.07502,87.1749,41.8266,0.460255,1896,1088874,61276,0,0,0,0,0,0,0,1054,0
28,0,167.045,248.296,130.268,2,2.59454,78.9663,30.1968,0.372525,550,311118,83373,0,2,0,0,0,0,0,1054,0
29,0,153.076,77.7526,54.9596,1,1.67734,86.25,46.6779,0.448684,359,201052,64358,6,0,0,0,0,0,0,1054,0
30,0,81.2306,195.75,83.1948,1,0.008448,93.2821,31.1006,0.414637,12,768,66544,0,0,0,0,0,0,0,1054,0
31,0,228.29,217.853,138.89,2,6.70365,79.851,20.5174,0.356907,1407,804188,81474,0,160,0,0,0,0,0,1054,0
32,0,103.286,56.3174,72.0332,1,0.124464,77.3328,39.9419,0.391331,391,6174,70967,0,0,0,0,0,0,0,1054,367
33,0,156.587,2.24891,126.75,2,3.48477,61.968,30.1369,0.318632,905,413876,84302,0,2,0,0,0,0,0,1054,166
34,0,110.929,214.968,91.0618,2,6.02403,96.723,23.4728,0.420733,1262,722716,65701,0,0,0,0,0,0,0,1054,0
35,0,154.372,79.9804,53.7538,1,5.90403,80.3287,48.3151,0.448493,1237,708316,64385,3,0,0,0,0,0,0,1054,0
36,0,181.925,25.2596,114.842,2,5.12824,61.1813,37.1006,0.3447,1077,615182,75927,0,0,0,0,0,0,0,1054,0
37,0,54.452,5.30147,138.942,2,3.76094,56.6422,23.152,0.278517,793,451086,86760,0,18,0,0,0,0,0,1054,0
38,0,151.268,151.513,37.3228,1,9.44053,88.1474,41.0038,0.461973,1973,1132714,60805,0,0,0,0,0,0,0,1054,0
39,0,3.48191,31.9603,153.046,2,0.008448,57.8329,12.0902,0.233105,12,768,89246,0,0,0,0,0,0,0,1054,0
40,0,151.674,145.784,33.8152,1,9.47822,86.3804,42.767,0.462085,1980,1137258,60993,0,0,0,0,0,0,0,1054,0
41,0,110.552,71.2879,55.6214,1,1.54264,80.2753,50.1552,0.439911,330,184910,66892,2,0,0,0,0,0,0,1054,0
42,0,44.2269,31.6602,123.437,2,12.285,58.0703,20.5356,0.30297,2568,1473998,84266,5,212,0,0,0,0,0,1054,0
43,0,51.0938,216.897,117.928,2,0.008448,55.9641,30.9083,0.289603,12,768,89116,0,0,0,0,0,0,0,1054,0
44,0,100.627,7.74493,119.761,2,4.99864,70.4918,22.7968,0.327624,1050,599630,82403,0,2,0,0,0,0,0,1054,0
