node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,221.853,238.603,149.285,2,3.30211,83.018,24.6244,0.369815,831,392820,89635,2,20,0,0,0,0,0,263,4
1,0,238.069,155.372,117.078,2,4.18538,88.9281,24.2107,0.391081,1027,498524,86918,9,34,0,0,0,0,0,263,2
2,0,160.089,237.613,117.953,2,3.87566,89.4741,36.4046,0.432514,1008,460266,86717,19,11,0,0,0,0,0,263,7
3,0,168.216,10.2933,122.578,2,4.22259,65.3326,27.0823,0.322125,1042,502816,93242,0,43,0,0,0,0,0,263,2
4,0,210.394,204.139,116.426,2,5.10699,97.9911,25.6331,0.429104,1406,604630,80880,90,36,0,0,0,0,0,263,182
5,0,195.628,183.817,91.9114,2,5.44606,102.179,29.7183,0.457812,1630,641638,78423,117,12,0,0,0,0,0,263,306
6,0,119.347,216.551,91.7249,2,5.36022,90.8435,39.8085,0.453374,1503,633956,81580,90,25,0,0,0,0,0,263,230
7,0,78.8811,226.633,111.608,2,2.31136,89.1767,29.4448,0.403109,931,266576,83379,9,9,0,0,0,0,0,263,242
8,0,0.342743,143.872,126.078,2,3.85584,61.6118,35.2415,0.335697,1003,457908,94219,1,35,0,0,0,0,0,263,3
9,0,118.631,68.0128,57.342,1,2.61512,80.2467,42.2447,0.417022,667,310882,81421,0,1,0,0,0,0,0,263,22
10,0,67.0997,246.779,134.842,2,3.52176,82.9721,23.2096,0.365678,884,419004,88744,3,36,0,0,0,0,0,263,7
11,0,232.429,46.2307,133.213,2,3.98653,62.0788,23.66,0.299084,1022,473788,94953,0,59,0,0,0,0,0,263,5
12,0,113.361,111.836,17.5717,1,3.16258,78.8896,65.081,0.490444,770,376842,80428,2,0,0,0,0,0,0,263,28
13,0,63.2435,218.549,112.095,2,2.18042,92.2924,26.0595,0.401774,738,254840,82073,4,13,0,0,0,0,0,263,126
14,0,72.2154,79.865,69.4506,1,6.37517,80.2628,33.0509,0.398963,1563,759384,81064,11,19,0,0,0,0,0,263,86
