node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,174.016,108.312,51.7793,1,3.56107,18.9254,6.82408,0.0977019,1530,408414,15414,0,0,0,0,0,0,0,263,813
1,0,24.7061,45.2061,128.164,2,0.008448,8.69366,4.92835,0.0454349,12,768,22844,0,0,0,0,0,0,0,263,0
2,0,37.6545,64.7946,106.085,2,0.73144,10.5745,8.95417,0.0675338,161,87566,19609,0,0,0,0,0,0,0,263,0
3,0,155.227,43.7977,86.6459,1,0.209552,19.45,7.70779,0.0912245,663,10282,16970,0,0,0,0,0,0,0,263,643
4,0,67.8888,190.314,86.7616,1,3.1547,18.1279,4.36944,0.0855067,1523,357786,16426,0,4,0,0,0,0,0,263,906
5,0,236.627,4.68248,164.124,2,2.87224,12.0457,3.45757,0.0612517,607,344462,21016,0,12,0,0,0,0,0,263,0
6,0,132.985,101.702,24.6287,1,2.91677,20.8285,7.21801,0.103211,670,348516,14634,0,0,0,0,0,0,0,263,52
7,0,151.978,164.836,48.1116,1,2.71982,21.0945,6.13625,0.0998352,572,326250,14958,0,0,0,0,0,0,0,263,0
8,0,90.5151,76.4426,59.557,1,1.62579,19.0008,8.50964,0.0971208,570,189544,16014,0,0,0,0,0,0,0,263,232
9,0,226.782,64.1468,118.586,2,2.12824,18.5439,5.26174,0.0864462,452,255182,19175,0,1,0,0,0,0,0,263,0
10,0,57.8787,235.812,129.555,2,3.13333,13.7489,2.46484,0.0644903,659,375850,20433,0,0,0,0,0,0,0,263,0
11,0,119.386,157.943,33.4182,1,2.65742,20.9339,6.55832,0.100499,559,318762,14956,0,0,0,0,0,0,0,263,0
12,0,212.419,77.832,99.3324,2,1.85763,19.8149,5.95768,0.0921006,394,222748,16513,0,0,0,0,0,0,0,263,0
13,0,151.415,114.501,28.4249,1,1.62243,22.7696,6.56806,0.1032,345,194524,14490,0,0,0,0,0,0,0,263,0
14,0,159.946,200.03,82.7693,1,1.62424,18.9579,7.45574,0.0934596,347,194702,16736,0,1,0,0,0,0,0,263,0
15,0,37.3611,57.669,110.517,2,0.79864,10.6863,8.04763,0.0651086,175,95630,19582,0,0,0,0,0,0,0,263,0
16,0,152.113,125.592,27.1197,1,2.62382,22.0519,6.20986,0.102952,552,314730,14520,0,0,0,0,0,0,0,263,0
17,0,179.965,153.887,62.0934,1,0.71704,20.99,6.57458,0.094272,158,85838,15564,0,0,0,0,0,0,0,263,0
18,0,224.194,154.178,103.396,2,0.008448,19.8785,6.5153,0.0880074,12,768,16972,0,0,0,0,0,0,0,263,0
19,0,37.9802,225.896,133.239,2,0.008448,15.2201,2.73188,0.0598681,12,768,20765,0,0,0,0,0,0,0,263,0
20,0,117.845,239.301,114.525,2,0.008448,16.9846,5.27066,0.0742123,12,768,17547,0,0,0,0,0,0,0,263,0
21,0,127.726,160.121,35.2269,1,1.66083,21.8458,6.44965,0.0998543,353,199132,15064,0,0,0,0,0,0,0,263,0
22,0,189.51,166.546,76.7314,1,1.46104,19.9082,6.78215,0.093838,313,175118,15857,0,0,0,0,0,0,0,263,0
23,0,18.1895,13.2702,154.57,2,0.008448,6.83754,2.88602,0.03244,12,768,23280,0,0,0,0,0,0,0,263,0
24,0,242.423,166.549,124.557,2,0.008448,16.4062,6.41599,0.0761021,12,768,20622,0,0,0,0,0,0,0,263,0
25,0,214.919,144.284,91.9634,2,2.80283,19.1902,6.14495,0.0937933,591,336170,16418,0,0,0,0,0,0,0,263,0
26,0,30.3762,187.726,113.527,2,3.11342,13.3405,4.23185,0.0689527,654,373482,17765,0,0,0,0,0,0,0,263,0
27,0,102.23,148.275,32.5608,1,2.73902,20.4682,6.68006,0.0996242,576,328554,14985,0,0,0,0,0,0,0,263,0
28,0,112.967,102.034,25.9277,1,2.69582,19.6225,8.10953,0.101426,567,323370,15064,0,0,0,0,0,0,0,263,0
29,0,5.55682,99.9359,122.045,2,0.008448,13.1412,5.5728,0.0624081,12,768,21664,0,0,0,0,0,0,0,263,0
30,0,132.116,3.32951,121.878,2,2.71533,16.0272,6.66731,0.0846995,572,325688,19666,0,0,0,0,0,0,0,263,0
31,0,114.625,11.9824,113.493,2,2.78843,14.4128,8.12299,0.084414,588,334442,17739,0,0,0,0,0,0,0,263,0
32,0,52.7271,211.047,112.372,2,1.41784,15.7671,4.03914,0.070747,304,169934,17615,0,1,0,0,0,0,0,263,0
