node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,174.016,108.312,51.7793,1,3.60568,102.027,52.747,0.527931,870,429830,79309,4,0,0,0,0,0,0,263,37
1,0,24.7061,45.2061,128.164,2,3.11554,86.8439,22.993,0.376508,801,370218,93115,0,22,0,0,0,0,0,263,1
2,0,37.6545,64.7946,106.085,2,2.16154,94.9851,34.2828,0.438098,790,251232,85541,14,9,0,0,0,0,0,263,175
3,0,155.227,43.7977,86.6459,1,6.17914,97.1653,42.0211,0.484552,1746,730488,84084,117,22,0,0,0,0,0,263,286
4,0,67.8888,190.314,86.7616,1,7.21261,95.6868,39.6614,0.475202,1712,860488,82773,83,90,0,0,0,0,0,263,78
5,0,236.627,4.68248,164.124,2,3.54307,55.322,21.5642,0.268098,896,421380,102583,0,41,0,0,0,0,0,263,7
6,0,132.985,101.702,24.6287,1,3.44234,99.4242,62.9383,0.552683,846,409988,78725,3,0,0,0,0,0,0,263,42
7,0,151.978,164.836,48.1116,1,3.62934,97.4131,51.842,0.509615,875,432668,79567,1,0,0,0,0,0,0,263,33
8,0,90.5151,76.4426,59.557,1,3.78987,103.089,49.5795,0.521528,932,451366,79789,7,0,0,0,0,0,0,263,35
9,0,226.782,64.1468,118.586,2,5.48726,86.7972,30.7377,0.410074,1384,652692,92795,11,73,0,0,0,0,0,263,34
10,0,57.8787,235.812,129.555,2,3.17114,87.8042,20.6737,0.372164,825,376592,92624,0,27,0,0,0,0,0,263,4
11,0,119.386,157.943,33.4182,1,3.4407,99.6767,58.7581,0.539585,819,410432,78387,2,0,0,0,0,0,0,263,30
12,0,212.419,77.832,99.3324,2,2.08275,94.1615,36.4098,0.44218,803,241072,85881,2,7,0,0,0,0,0,263,183
13,0,151.415,114.501,28.4249,1,3.35013,101.293,58.8724,0.545051,779,400070,78409,1,0,0,0,0,0,0,263,20
14,0,159.946,200.03,82.7693,1,2.23477,97.5265,40.7757,0.468457,770,260866,82556,14,8,0,0,0,0,0,263,122
15,0,37.3611,57.669,110.517,2,3.12472,94.0366,31.4141,0.428585,847,370262,85896,14,31,0,0,0,0,0,263,35
16,0,152.113,125.592,27.1197,1,3.27634,101.72,59.2714,0.547559,781,390798,78133,2,0,0,0,0,0,0,263,23
17,0,179.965,153.887,62.0934,1,4.1929,100.421,44.3123,0.496421,1015,499752,79584,13,1,0,0,0,0,0,263,28
18,0,224.194,154.178,103.396,2,2.3488,87.0168,36.7766,0.420474,799,274424,87517,4,8,0,0,0,0,0,263,101
19,0,37.9802,225.896,133.239,2,4.11178,85.6937,20.0235,0.366096,1054,488676,92992,0,39,0,0,0,0,0,263,1
20,0,117.845,239.301,114.525,2,2.79848,87.5979,33.6408,0.413457,855,329290,86853,3,26,0,0,0,0,0,263,44
21,0,127.726,160.121,35.2269,1,3.3665,99.8632,56.7734,0.533343,815,401252,78385,4,0,0,0,0,0,0,263,37
22,0,189.51,166.546,76.7314,1,2.4023,97.5436,41.9642,0.473034,748,282336,82055,26,10,0,0,0,0,0,263,84
23,0,18.1895,13.2702,154.57,2,4.4197,75.6685,15.7564,0.319482,1128,525390,95930,0,57,0,0,0,0,0,263,39
24,0,242.423,166.549,124.557,2,4.09173,75.7337,30.0792,0.366349,1087,485378,95979,0,49,0,0,0,0,0,263,2
25,0,214.919,144.284,91.9634,2,3.23035,92.6422,39.3943,0.45089,957,380826,84981,27,32,0,0,0,0,0,263,83
26,0,30.3762,187.726,113.527,2,5.50379,84.9525,38.2302,0.428955,1502,651926,87441,36,85,0,0,0,0,0,263,138
27,0,102.23,148.275,32.5608,1,3.45322,96.3763,62.717,0.541821,830,411732,79200,1,0,0,0,0,0,0,263,37
28,0,112.967,102.034,25.9277,1,3.26229,100.356,60.4388,0.546858,773,389234,78615,3,0,0,0,0,0,0,263,28
29,0,5.55682,99.9359,122.045,2,4.4125,87.0739,32.2547,0.41247,1133,524370,92712,7,48,0,0,0,0,0,263,9
30,0,132.116,3.32951,121.878,2,3.98365,86.1564,39.8997,0.433466,1046,472852,93596,6,35,0,0,0,0,0,263,3
31,0,114.625,11.9824,113.493,2,6.76115,82.703,44.9524,0.448055,1847,800816,88790,57,69,0,0,0,0,0,263,215
32,0,52.7271,211.047,112.372,2,3.33266,91.0141,28.9015,0.410828,1071,390878,86380,26,29,0,0,0,0,0,263,184
33,0,165.519,162.663,55.32,1,3.92912,99.7894,47.6502,0.504562,988,467428,79463,7,0,0,0,0,0,0,263,50
34,0,214.439,4.92229,149.726,2,3.82274,72.583,19.0384,0.318147,959,454826,97758,0,58,0,0,0,0,0,263,11
