node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,229.244,54.5642,125.81,2,0.008448,18.4556,6.15766,0.0820723,12,768,23051,0,0,0,0,0,0,0,263,0
1,0,102.328,160.765,42.346,1,3.39978,23.0046,8.45582,0.116201,1123,398020,17108,0,0,0,0,0,0,0,263,426
2,0,176.604,150.018,57.3482,1,2.85298,21.9441,8.65753,0.111515,939,334086,17711,0,0,0,0,0,0,0,263,354
3,0,231.848,174.163,117.616,2,1.42264,16.9847,5.13255,0.0784662,305,170510,22884,0,0,0,0,0,0,0,263,0
4,0,5.89971,110.056,120.034,2,2.52963,16.3178,7.40466,0.087507,534,303388,22982,0,10,0,0,0,0,0,263,0
5,0,44.2542,62.2877,102.238,2,0.008448,21.334,6.82284,0.0938843,12,768,19409,0,0,0,0,0,0,0,263,0
6,0,243.576,18.146,159.619,2,3.10294,9.10482,4.18928,0.0546568,656,372124,24728,0,48,0,0,0,0,0,263,0
7,0,132.174,57.8604,67.5218,1,2.65646,20.8119,8.29644,0.105883,1246,302154,18258,0,0,0,0,0,0,0,263,716
8,0,72.8443,124.585,52.1573,1,1.21883,23.0904,9.12175,0.111437,518,139922,17867,0,0,0,0,0,0,0,263,269
9,0,15.0154,216.276,142.927,2,0.008448,17.2992,4.60424,0.0730395,12,768,23237,0,0,0,0,0,0,0,263,0
10,0,244.703,6.19701,168.65,3,2.58243,7.89555,4.03853,0.0483884,545,309724,25115,0,5,0,0,0,0,0,263,0
11,0,44.2104,80.8884,92.0477,2,1.37464,21.008,7.18103,0.0985456,295,164750,19059,0,0,0,0,0,0,0,263,0
12,0,132.342,232.833,108.082,2,0.008448,22.1214,7.41968,0.0984985,12,768,19416,0,0,0,0,0,0,0,263,0
13,0,240.578,248.49,169.139,2,0.008448,12.1984,2.98764,0.0506483,12,768,24625,0,0,0,0,0,0,0,263,0
14,0,187.323,96.8154,68.3995,1,1.11544,21.5711,9.28578,0.106574,241,133646,18666,0,1,0,0,0,0,0,263,0
15,0,93.9984,159.691,46.5246,1,1.69923,24.001,8.68767,0.114626,361,203740,17246,0,0,0,0,0,0,0,263,0
16,0,39.2039,242.302,145.33,2,0.008448,13.9148,6.02523,0.0664951,12,768,24074,0,0,0,0,0,0,0,263,0
17,0,243.783,14.1756,162.455,2,0.008448,12.0795,4.0104,0.0536613,12,768,24730,0,0,0,0,0,0,0,263,0
18,0,65.6983,51.6378,94.333,2,0.008448,21.7717,7.40947,0.0972988,12,768,19012,0,0,0,0,0,0,0,263,0
19,0,66.1705,54.6681,91.6923,2,0.84184,20.9651,7.43175,0.0974622,184,100814,18962,0,0,0,0,0,0,0,263,0
20,0,18.3102,100.277,109.517,2,0.008448,20.2677,7.72974,0.093353,12,768,19943,0,0,0,0,0,0,0,263,0
21,0,85.4267,190.675,76.6761,1,2.48939,21.5709,7.09333,0.103846,633,295982,18487,0,7,0,0,0,0,0,263,112
22,0,189.53,80.8295,78.1994,1,0.031744,19.9636,9.46485,0.0982006,86,1904,19610,0,0,0,0,0,0,0,263,72
23,0,22.0207,129.479,103.077,2,0.008448,20.7939,7.44936,0.0941722,12,768,19767,0,0,0,0,0,0,0,263,0
24,0,156.375,82.571,52.7692,1,1.85283,21.6744,9.57764,0.11035,393,222172,17729,0,0,0,0,0,0,0,263,0
25,0,26.1888,161.918,105.482,2,0.008448,20.0778,6.7796,0.0895529,12,768,19865,0,0,0,0,0,0,0,263,0
26,0,65.3813,116.463,60.2268,1,0.81784,23.96,8.43264,0.110702,179,97934,17977,0,0,0,0,0,0,0,263,0
27,0,106.405,129.779,19.1988,1,2.02862,23.0569,10.04,0.117085,428,243306,16916,0,0,0,0,0,0,0,263,0
28,0,167.045,248.296,130.268,2,2.09763,16.7535,6.23455,0.0836188,444,251548,22679,0,1,0,0,0,0,0,263,0
29,0,153.076,77.7526,54.9596,1,0.008448,23.3759,9.73029,0.110382,12,768,17823,0,0,0,0,0,0,0,263,0
30,0,81.2306,195.75,83.1948,1,0.008448,23.6566,7.25586,0.10307,12,768,18667,0,0,0,0,0,0,0,263,0
31,0,228.29,217.853,138.89,2,0.008448,15.6176,4.51858,0.0671488,12,768,23531,0,0,0,0,0,0,0,263,0
32,0,103.286,56.3174,72.0332,1,2.17325,21.4156,7.71963,0.104361,510,259416,18158,0,3,0,0,0,0,0,263,51
33,0,156.587,2.24891,126.75,2,0.008448,17.6602,5.61704,0.077619,12,768,22999,0,0,0,0,0,0,0,263,0
34,0,110.929,214.968,91.0618,2,1.94914,21.8864,6.56385,0.101331,414,233706,18780,0,0,0,0,0,0,0,263,0
35,0,154.372,79.9804,53.7538,1,1.40824,22.0229,9.66806,0.110331,302,168782,17782,0,0,0,0,0,0,0,263,0
36,0,181.925,25.2596,114.842,2,0.008448,18.5727,6.54377,0.0837498,12,768,20337,0,0,0,0,0,0,0,263,0
37,0,54.452,5.30147,138.942,2,1.12024,14.3454,5.10344,0.0685635,242,134222,23638,0,8,0,0,0,0,0,263,0
38,0,151.268,151.513,37.3228,1,1.59363,22.8874,10.6335,0.117048,339,191068,17157,0,0,0,0,0,0,0,263,0
