node_id,is_gateway,x,y,dist_to_gw_m,hop_to_gw,airtime_tx_s,airtime_rx_s,airtime_ccabusy_s,airtime_busy_frac,phy_tx_pkts,phy_tx_bytes,phy_rx_drops,mac_queue_drops,max_retry_drops,ip_drop_no_route,ip_drop_ttl,ip_drop_route_error,ip_drop_queue,ip_drop_other,app_pkts_originated,l3_unicast_forwarded
0,0,174.016,108.312,51.7793,1,2.05022,37.2682,12.4998,0.172727,497,244350,21824,0,0,0,0,0,0,0,263,0
1,0,24.7061,45.2061,128.164,2,3.46051,22.4319,5.1755,0.10356,840,412404,29281,0,4,0,0,0,0,0,263,1
2,0,37.6545,64.7946,106.085,2,0.56016,26.0902,10.0767,0.122423,441,59436,26688,0,0,0,0,0,0,0,263,169
3,0,155.227,43.7977,86.6459,1,4.39099,27.444,11.836,0.14557,1025,524274,25334,0,18,0,0,0,0,0,263,12
4,0,67.8888,190.314,86.7616,1,2.09285,27.0448,11.443,0.135269,653,245934,25094,0,24,0,0,0,0,0,263,122
5,0,236.627,4.68248,164.124,2,2.86482,15.8244,5.9399,0.0820972,722,340774,31950,0,43,0,0,0,0,0,263,0
6,0,132.985,101.702,24.6287,1,3.05853,35.8702,13.7716,0.175668,715,365156,20933,0,0,0,0,0,0,0,263,1
7,0,151.978,164.836,48.1116,1,2.15202,36.2829,9.33381,0.159229,551,255778,21818,0,0,0,0,0,0,0,263,4
8,0,90.5151,76.4426,59.557,1,2.38685,32.9221,12.9866,0.160985,620,283476,22971,0,0,0,0,0,0,0,263,3
9,0,226.782,64.1468,118.586,2,4.38355,26.0627,10.1235,0.135232,1021,523440,28229,0,26,0,0,0,0,0,263,1
10,0,57.8787,235.812,129.555,2,4.89115,14.9124,4.61601,0.0813985,1145,583914,31275,0,80,0,0,0,0,0,263,0
11,0,119.386,157.943,33.4182,1,3.1967,34.2629,11.3576,0.162724,767,381180,21508,0,0,0,0,0,0,0,263,29
12,0,212.419,77.832,99.3324,2,0.747344,31.0631,11.9925,0.14601,326,85594,25428,0,0,0,0,0,0,0,263,18
13,0,151.415,114.501,28.4249,1,2.11688,38.2705,12.1815,0.175229,544,251554,20729,0,0,0,0,0,0,0,263,2
