RoutingProtocol,NumberOfNodes,PosSeed,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec
olsr,30,1,4080,1207,2873,29.5833,74.4891,0.0484067
olsr,30,2,4080,1233,2847,30.2206,76.0937,0.0440945
olsr,30,3,4080,1292,2788,31.6667,79.7349,0.0409266
olsr,30,4,4080,308,3772,7.54902,19.008,0.0399501
olsr,30,5,4080,952,3128,23.3333,58.752,0.0221731
